MS Band Data Logger 2017-3-29
Time Stamp,Band Contact,Skin Temperature(C),Resistivity(Kohms)
03:00:10,WORN,34.110,3133
03:00:14,WORN,34.110,3129
03:00:20,WORN,34.110,3133
03:00:23,WORN,34.110,3133
03:00:24,WORN,34.110,3133
03:00:29,WORN,34.110,3137
03:00:34,WORN,34.110,3133
03:00:40,WORN,34.110,3120
03:00:44,WORN,34.110,3129
03:00:49,WORN,34.110,3129
03:00:53,WORN,34.110,3129
03:00:55,WORN,34.110,3133
03:00:59,WORN,34.110,3137
03:01:04,WORN,34.110,3133
03:01:10,WORN,34.110,3129
03:01:14,WORN,34.110,3133
03:01:19,WORN,34.110,3137
03:01:23,WORN,34.110,3137
03:01:24,WORN,34.110,3145
03:01:29,WORN,34.110,3154
03:01:34,WORN,34.110,3154
03:01:39,WORN,34.110,3104
03:01:44,WORN,34.110,3124
03:01:49,WORN,34.110,3129
03:01:53,WORN,34.110,3129
03:01:54,WORN,34.110,3124
03:01:59,WORN,34.110,3116
03:02:04,WORN,34.110,3112
03:02:09,WORN,34.110,3112
03:02:14,WORN,34.110,3091
03:02:19,WORN,34.110,3087
03:02:23,WORN,34.110,3087
03:02:24,WORN,34.110,3100
03:02:29,WORN,34.110,3075
03:02:34,WORN,34.110,3087
03:02:39,WORN,34.110,3091
03:02:44,WORN,34.110,447
03:02:49,WORN,34.110,12086
03:02:53,WORN,34.020,12086
03:02:54,WORN,34.020,5638
03:02:59,WORN,34.020,314080
03:03:04,WORN,34.020,291572
03:03:09,WORN,34.020,314080
03:03:14,WORN,34.020,291572
03:03:19,WORN,34.020,272066
03:03:23,WORN,33.830,272066
03:03:24,WORN,33.830,291572
03:03:29,WORN,33.830,291572
03:03:34,WORN,33.830,272066
03:03:39,WORN,33.830,291572
03:03:44,WORN,33.830,291572
03:03:49,WORN,33.830,291572
03:03:53,WORN,33.700,291572
03:03:54,WORN,33.700,291572
03:03:59,WORN,33.700,272066
03:04:03,WORN,33.700,291572
03:04:08,WORN,33.700,291572
03:04:14,WORN,33.700,272066
03:04:19,WORN,33.700,314080
03:04:23,WORN,33.650,314080
03:04:23,WORN,33.650,291572
03:04:29,WORN,33.650,291572
03:04:34,WORN,33.650,291572
03:04:38,WORN,33.650,291572
03:04:44,WORN,33.650,272066
03:04:49,WORN,33.650,272066
03:04:53,WORN,33.650,272066
03:04:53,WORN,33.650,272066
03:04:58,WORN,33.650,272066
03:05:04,WORN,33.650,272066
03:05:08,WORN,33.650,272066
03:05:13,WORN,33.650,272066
03:05:19,WORN,33.650,272066
03:05:23,WORN,33.650,272066
03:05:23,WORN,33.670,272066
03:05:28,WORN,33.670,272066
03:05:34,WORN,33.670,272066
03:05:38,WORN,33.670,272066
03:05:43,WORN,33.670,272066
03:05:48,WORN,33.670,254998
03:05:53,WORN,33.670,272066
03:05:53,WORN,33.700,272066
03:05:58,WORN,33.700,272066
03:06:03,WORN,33.700,254998
03:06:08,WORN,33.700,272066
03:06:13,WORN,33.700,272066
03:06:18,WORN,33.700,254998
03:06:23,WORN,33.700,272066
03:06:24,WORN,33.730,272066
03:06:28,WORN,33.730,12298
03:06:33,WORN,33.730,13628
03:06:38,WORN,33.730,12298
03:06:45,WORN,33.730,11374
03:06:48,WORN,33.730,10736
03:06:53,WORN,33.730,10221
03:06:54,WORN,33.740,10221
03:06:58,WORN,33.740,13948
03:07:03,WORN,33.740,11487
03:07:08,WORN,33.740,10770
03:07:13,WORN,33.740,10314
03:07:19,WORN,33.740,9893
03:07:23,WORN,33.740,9583
03:07:24,WORN,33.880,9583
03:07:28,WORN,33.880,9265
03:07:33,WORN,33.880,9014
03:07:38,WORN,33.880,8846
03:07:43,WORN,33.880,8637
03:07:48,WORN,33.880,8525
03:07:53,WORN,33.880,8372
03:07:54,WORN,33.950,8372
03:07:58,WORN,33.950,8225
03:08:03,WORN,33.950,8061
03:08:08,WORN,33.950,7923
03:08:13,WORN,33.950,7846
03:08:17,WORN,33.950,7808
03:08:23,WORN,33.950,7677
03:08:24,WORN,33.990,7677
03:08:28,WORN,33.990,7551
03:08:32,WORN,33.990,7515
03:08:38,WORN,33.990,7376
03:08:43,WORN,33.990,7325
03:08:47,WORN,33.990,7258
03:08:53,WORN,33.990,7208
03:08:54,WORN,34.040,7208
03:08:58,WORN,34.040,7143
03:09:02,WORN,34.040,7062
03:09:07,WORN,34.040,6999
03:09:13,WORN,34.040,6922
03:09:17,WORN,34.040,6831
03:09:22,WORN,34.040,6772
03:09:24,WORN,34.070,6772
03:09:28,WORN,34.070,6757
03:09:32,WORN,34.070,6641
03:09:37,WORN,34.070,6641
03:09:43,WORN,34.070,6543
03:09:47,WORN,34.070,6543
03:09:52,WORN,34.070,6433
03:09:54,WORN,34.110,6433
03:09:57,WORN,34.110,6393
03:10:02,WORN,34.110,6393
03:10:07,WORN,34.110,6301
03:10:12,WORN,34.110,6249
03:10:17,WORN,34.110,6236
03:10:22,WORN,34.110,6198
03:10:25,WORN,34.140,6198
03:10:27,WORN,34.140,6185
03:10:32,WORN,34.140,6123
03:10:37,WORN,34.140,6086
03:10:42,WORN,34.140,6049
03:10:47,WORN,34.140,6025
03:10:52,WORN,34.140,6013
03:10:55,WORN,34.160,6013
03:10:57,WORN,34.160,5965
03:11:02,WORN,34.160,5930
03:11:07,WORN,34.160,5965
03:11:12,WORN,34.160,5895
03:11:17,WORN,34.160,5872
03:11:22,WORN,34.160,5907
03:11:25,WORN,34.180,5907
03:11:27,WORN,34.180,5838
03:11:32,WORN,34.180,5838
03:11:37,WORN,34.180,5838
03:11:42,WORN,34.180,5792
03:11:47,WORN,34.180,5759
03:11:52,WORN,34.180,5725
03:11:55,WORN,34.180,5725
03:11:57,WORN,34.180,5759
03:12:02,WORN,34.180,5681
03:12:07,WORN,34.180,5671
03:12:12,WORN,34.180,5692
03:12:17,WORN,34.180,5627
03:12:22,WORN,34.180,5660
03:12:25,WORN,34.200,5660
03:12:26,WORN,34.200,5606
03:12:32,WORN,34.200,5585
03:12:37,WORN,34.200,5574
03:12:41,WORN,34.200,5585
03:12:47,WORN,34.200,5553
03:12:52,WORN,34.200,5585
03:12:55,WORN,34.170,5585
03:12:56,WORN,34.170,5532
03:13:02,WORN,34.170,5564
03:13:07,WORN,34.170,5532
03:13:11,WORN,34.170,5511
03:13:17,WORN,34.170,5553
03:13:22,WORN,34.170,5501
03:13:25,WORN,34.160,5501
03:13:26,WORN,34.160,5511
03:13:31,WORN,34.160,5511
03:13:37,WORN,34.160,5470
03:13:41,WORN,34.160,5481
03:13:46,WORN,34.160,5440
03:13:52,WORN,34.160,5440
03:13:55,WORN,34.170,5440
03:13:56,WORN,34.170,5410
03:14:01,WORN,34.170,5450
03:14:07,WORN,34.170,5399
03:14:11,WORN,34.170,5390
03:14:16,WORN,34.170,5390
03:14:21,WORN,34.170,5360
03:14:25,WORN,34.160,5360
03:14:26,WORN,34.160,5360
03:14:31,WORN,34.160,5340
03:14:36,WORN,34.160,5370
03:14:41,WORN,34.160,5301
03:14:46,WORN,34.160,5301
03:14:51,WORN,34.160,5330
03:14:55,WORN,34.160,5330
03:14:56,WORN,34.160,5282
03:15:01,WORN,34.160,5272
03:15:06,WORN,34.160,5282
03:15:11,WORN,34.160,5234
03:15:16,WORN,34.160,5262
03:15:21,WORN,34.160,5215
03:15:25,WORN,34.140,5215
03:15:26,WORN,34.140,5243
03:15:31,WORN,34.140,5224
03:15:36,WORN,34.140,5177
03:15:41,WORN,34.140,5177
03:15:46,WORN,34.140,5177
03:15:51,WORN,34.140,5215
03:15:55,WORN,34.150,5215
03:15:56,WORN,34.150,5196
03:16:01,WORN,34.150,5159
03:16:06,WORN,34.150,5159
03:16:11,WORN,34.150,5187
03:16:16,WORN,34.150,5177
03:16:21,WORN,34.150,5131
03:16:25,WORN,34.130,5131
03:16:26,WORN,34.130,5131
03:16:31,WORN,34.130,5131
03:16:36,WORN,34.130,5168
03:16:41,WORN,34.130,5168
03:16:46,WORN,34.130,5122
03:16:50,WORN,34.130,5113
03:16:55,WORN,34.110,5113
03:16:56,WORN,34.110,5113
03:17:01,WORN,34.110,5150
03:17:05,WORN,34.110,5150
03:17:11,WORN,34.110,5104
03:17:16,WORN,34.110,5104
03:17:20,WORN,34.110,5104
03:17:26,WORN,34.110,5104
03:17:26,WORN,34.080,5104
03:17:31,WORN,34.080,5140
03:17:35,WORN,34.080,5140
03:17:40,WORN,34.080,5140
03:17:46,WORN,34.080,5122
03:17:50,WORN,34.080,5104
03:17:55,WORN,34.080,5095
03:17:56,WORN,34.070,5095
03:18:01,WORN,34.070,5095
03:18:05,WORN,34.070,5131
03:18:10,WORN,34.070,5131
03:18:16,WORN,34.070,5104
03:18:20,WORN,34.070,5086
03:18:26,WORN,34.070,5086
03:18:26,WORN,34.040,5086
03:18:30,WORN,34.040,4505
03:18:35,WORN,34.040,5522
03:18:40,WORN,34.040,5440
03:18:45,WORN,34.040,5420
03:18:50,WORN,34.040,5420
03:18:55,WORN,34.040,5370
03:18:56,WORN,33.920,5370
03:19:00,WORN,33.920,5390
03:19:05,WORN,33.920,5340
03:19:10,WORN,33.920,4251
03:19:15,WORN,33.920,4258
03:19:20,WORN,33.920,4231
03:19:25,WORN,33.920,4171
03:19:26,WORN,33.830,4171
03:19:30,WORN,33.830,4178
03:19:35,WORN,33.830,4152
03:19:40,WORN,33.830,4100
03:19:45,WORN,33.830,4107
03:19:50,WORN,33.830,4056
03:19:55,WORN,33.830,4038
03:19:56,WORN,33.820,4038
03:20:00,WORN,33.820,4019
03:20:05,WORN,33.820,4007
03:20:10,WORN,33.820,3989
03:20:15,WORN,33.820,3970
03:20:20,WORN,33.820,3958
03:20:25,WORN,33.820,3970
03:20:26,WORN,33.810,3970
03:20:30,WORN,33.810,3964
03:20:35,WORN,33.810,3923
03:20:40,WORN,33.810,3911
03:20:45,WORN,33.810,3929
03:20:50,WORN,33.810,3893
03:20:55,WORN,33.810,3905
03:20:56,WORN,33.830,3905
03:21:02,WORN,33.830,3899
03:21:05,WORN,33.830,3853
03:21:10,WORN,33.830,3876
03:21:14,WORN,33.830,3835
03:21:20,WORN,33.830,3858
03:21:25,WORN,33.830,3818
03:21:26,WORN,33.860,3818
03:21:29,WORN,33.860,3841
03:21:35,WORN,33.860,3824
03:21:40,WORN,33.860,3801
03:21:44,WORN,33.860,3813
03:21:49,WORN,33.860,3779
03:21:55,WORN,33.860,3768
03:21:56,WORN,33.910,3768
03:21:59,WORN,33.910,3729
03:22:04,WORN,33.910,3735
03:22:10,WORN,33.910,3729
03:22:16,WORN,33.910,3751
03:22:19,WORN,33.910,3718
03:22:25,WORN,33.910,3713
03:22:26,WORN,33.950,3713
03:22:33,WORN,33.950,3735
03:22:34,WORN,33.950,3702
03:22:39,WORN,33.950,3702
03:22:44,WORN,33.950,3718
03:22:49,WORN,33.950,3686
03:22:54,WORN,33.950,3681
03:22:56,WORN,33.990,3681
03:22:59,WORN,33.990,3708
03:23:04,WORN,33.990,3681
03:23:09,WORN,33.990,3670
03:23:14,WORN,33.990,3670
03:23:19,WORN,33.990,3691
03:23:24,WORN,33.990,3659
03:23:26,WORN,34.050,3659
03:23:29,WORN,34.050,3654
03:23:34,WORN,34.050,3681
03:23:39,WORN,34.050,3665
03:23:44,WORN,34.050,3638
03:23:49,WORN,34.050,3638
03:23:54,WORN,34.050,3665
03:23:56,WORN,34.080,3665
03:23:59,WORN,34.080,3643
03:24:04,WORN,34.080,3623
03:24:09,WORN,34.080,3617
03:24:14,WORN,34.080,3643
03:24:19,WORN,34.080,3623
03:24:24,WORN,34.080,3602
03:24:26,WORN,34.130,3602
03:24:29,WORN,34.130,3623
03:24:34,WORN,34.130,3602
03:24:39,WORN,34.130,3586
03:24:44,WORN,34.130,3581
03:24:49,WORN,34.130,3602
03:24:54,WORN,34.130,3566
03:24:57,WORN,34.170,3566
03:24:59,WORN,34.170,3566
03:25:04,WORN,34.170,3561
03:25:09,WORN,34.170,3561
03:25:14,WORN,34.170,3586
03:25:19,WORN,34.170,3581
03:25:23,WORN,34.170,3546
03:25:27,WORN,34.210,3546
03:25:29,WORN,34.210,3541
03:25:34,WORN,34.210,3566
03:25:38,WORN,34.210,3561
03:25:44,WORN,34.210,3556
03:25:49,WORN,34.210,3530
03:25:53,WORN,34.210,3530
03:25:57,WORN,34.250,3530
03:25:59,WORN,34.250,3525
03:26:04,WORN,34.250,3530
03:26:08,WORN,34.250,3556
03:26:13,WORN,34.250,3551
03:26:19,WORN,34.250,3535
03:26:23,WORN,34.250,3515
03:26:27,WORN,34.270,3515
03:26:28,WORN,34.270,3515
03:26:34,WORN,34.270,3515
03:26:38,WORN,34.270,3541
03:26:43,WORN,34.270,3535
03:26:49,WORN,34.270,3501
03:26:53,WORN,34.270,3496
03:26:57,WORN,34.300,3496
03:26:58,WORN,34.300,3496
03:27:03,WORN,34.300,3520
03:27:08,WORN,34.300,3515
03:27:15,WORN,34.300,3501
03:27:18,WORN,34.300,3481
03:27:23,WORN,34.300,3481
03:27:27,WORN,34.330,3481
03:27:28,WORN,34.330,3481
03:27:33,WORN,34.330,3481
03:27:38,WORN,34.330,3506
03:27:43,WORN,34.330,3496
03:27:48,WORN,34.330,3466
03:27:53,WORN,34.330,3602
03:27:57,WORN,34.330,3602
03:27:58,WORN,34.330,3525
03:28:03,WORN,34.330,3535
03:28:08,WORN,34.330,3541
03:28:13,WORN,34.330,3541
03:28:18,WORN,34.330,3515
03:28:23,WORN,34.330,3530
03:28:28,WORN,34.360,3530
03:28:28,WORN,34.360,3506
03:28:33,WORN,34.360,3501
03:28:38,WORN,34.360,3501
03:28:43,WORN,34.360,3501
03:28:48,WORN,34.360,3520
03:28:53,WORN,34.360,3525
03:28:58,WORN,34.380,3525
03:28:58,WORN,34.380,3520
03:29:03,WORN,34.380,3506
03:29:08,WORN,34.380,3491
03:29:13,WORN,34.380,3491
03:29:18,WORN,34.380,3491
03:29:23,WORN,34.380,3486
03:29:28,WORN,34.390,3486
03:29:28,WORN,34.390,3511
03:29:32,WORN,34.390,3515
03:29:38,WORN,34.390,3511
03:29:43,WORN,34.390,3515
03:29:47,WORN,34.390,3515
03:29:53,WORN,34.390,3501
03:29:58,WORN,34.390,3481
03:29:58,WORN,34.430,3481
03:30:02,WORN,34.430,3481
03:30:08,WORN,34.430,3486
03:30:13,WORN,34.430,3486
03:30:17,WORN,34.430,3491
03:30:22,WORN,34.430,3486
03:30:28,WORN,34.430,3491
03:30:28,WORN,34.430,3491
03:30:32,WORN,34.430,3511
03:30:37,WORN,34.430,3506
03:30:43,WORN,34.430,3506
03:30:47,WORN,34.430,3586
03:30:52,WORN,34.430,3541
03:30:58,WORN,34.430,3530
03:30:58,WORN,34.430,3530
03:31:02,WORN,34.430,3551
03:31:07,WORN,34.430,3530
03:31:12,WORN,34.430,3506
03:31:17,WORN,34.430,3501
03:31:22,WORN,34.430,3506
03:31:27,WORN,34.430,3515
03:31:28,WORN,34.370,3515
03:31:32,WORN,34.370,3501
03:31:37,WORN,34.370,3476
03:31:42,WORN,34.370,3466
03:31:47,WORN,34.370,3461
03:31:52,WORN,34.370,3457
03:31:57,WORN,34.370,3452
03:31:58,WORN,34.340,3452
03:32:02,WORN,34.340,3471
03:32:07,WORN,34.340,3461
03:32:12,WORN,34.340,3452
03:32:17,WORN,34.340,3423
03:32:22,WORN,34.340,3418
03:32:27,WORN,34.340,3413
03:32:28,WORN,34.340,3413
03:32:32,WORN,34.340,3409
03:32:37,WORN,34.340,3409
03:32:42,WORN,34.340,3428
03:32:47,WORN,34.340,3423
03:32:52,WORN,34.340,3418
03:32:57,WORN,34.340,3399
03:32:58,WORN,34.340,3399
03:33:02,WORN,34.340,3380
03:33:07,WORN,34.340,3376
03:33:12,WORN,34.340,3376
03:33:17,WORN,34.340,3371
03:33:22,WORN,34.340,3376
03:33:27,WORN,34.340,3385
03:33:28,WORN,34.370,3385
03:33:32,WORN,34.370,3385
03:33:37,WORN,34.370,3380
03:33:42,WORN,34.370,3362
03:33:47,WORN,34.370,3348
03:33:52,WORN,34.370,3343
03:33:56,WORN,34.370,3338
03:33:58,WORN,34.390,3338
03:34:02,WORN,34.390,3334
03:34:07,WORN,34.390,3329
03:34:11,WORN,34.390,3334
03:34:17,WORN,34.390,3352
03:34:22,WORN,34.390,3348
03:34:26,WORN,34.390,3343
03:34:28,WORN,34.380,3343
03:34:32,WORN,34.380,3334
03:34:37,WORN,34.380,3311
03:34:41,WORN,34.380,3311
03:34:46,WORN,34.380,3307
03:34:52,WORN,34.380,3307
03:34:56,WORN,34.380,3307
03:34:58,WORN,34.370,3307
03:35:01,WORN,34.370,3307
03:35:07,WORN,34.370,3302
03:35:11,WORN,34.370,3298
03:35:16,WORN,34.370,3307
03:35:22,WORN,34.370,3320
03:35:26,WORN,34.370,3316
03:35:28,WORN,34.370,3316
03:35:31,WORN,34.370,3311
03:35:36,WORN,34.370,3298
03:35:41,WORN,34.370,3284
03:35:46,WORN,34.370,3280
03:35:51,WORN,34.370,3280
03:35:56,WORN,34.370,3275
03:35:59,WORN,34.360,3275
03:36:01,WORN,34.360,3271
03:36:06,WORN,34.360,3248
03:36:11,WORN,34.360,3413
03:36:16,WORN,34.360,3428
03:36:23,WORN,34.360,3390
03:36:22,WORN,34.360,3385
03:36:25,WORN,34.330,3385
03:36:28,WORN,34.330,3380
03:36:33,WORN,34.330,3376
03:36:37,WORN,34.330,3394
03:36:43,WORN,34.330,3394
03:36:48,WORN,34.330,3390
03:36:52,WORN,34.330,3380
03:36:55,WORN,34.310,3380
03:36:58,WORN,34.310,3352
03:37:03,WORN,34.310,3352
03:37:07,WORN,34.310,3348
03:37:12,WORN,34.310,3343
03:37:18,WORN,34.310,3338
03:37:22,WORN,34.310,3334
03:37:25,WORN,34.330,3334
03:37:33,WORN,34.330,3357
03:37:33,WORN,34.330,3352
03:37:37,WORN,34.330,3343
03:37:42,WORN,34.330,3338
03:37:48,WORN,34.330,3320
03:37:52,WORN,34.330,3307
03:37:55,WORN,34.370,3307
03:37:57,WORN,34.370,3302
03:38:02,WORN,34.370,3298
03:38:07,WORN,34.370,3293
03:38:12,WORN,34.370,3289
03:38:17,WORN,34.370,3289
03:38:22,WORN,34.370,3302
03:38:25,WORN,34.430,3302
03:38:27,WORN,34.430,3298
03:38:32,WORN,34.430,3293
03:38:37,WORN,34.430,3284
03:38:42,WORN,34.430,3262
03:38:47,WORN,34.430,3253
03:38:52,WORN,34.430,3248
03:38:55,WORN,34.480,3248
03:38:57,WORN,34.480,3244
03:39:02,WORN,34.480,3244
03:39:07,WORN,34.480,3240
03:39:12,WORN,34.480,3257
03:39:17,WORN,34.480,3253
03:39:22,WORN,34.480,3248
03:39:26,WORN,34.550,3248
03:39:27,WORN,34.550,3240
03:39:32,WORN,34.550,3218
03:39:37,WORN,34.550,3209
03:39:42,WORN,34.550,3205
03:39:47,WORN,34.550,3201
03:39:52,WORN,34.550,3196
03:39:56,WORN,34.590,3196
03:39:57,WORN,34.590,3192
03:40:02,WORN,34.590,3213
03:40:07,WORN,34.590,3209
03:40:12,WORN,34.590,2871
03:40:17,WORN,34.590,2897
03:40:22,WORN,34.590,2915
03:40:26,WORN,34.620,2915
03:40:27,WORN,34.620,2893
03:40:33,WORN,34.620,2904
03:40:37,WORN,34.620,2882
03:40:42,WORN,34.620,2882
03:40:46,WORN,34.620,2904
03:40:52,WORN,34.620,2878
03:40:56,WORN,34.620,2878
03:40:57,WORN,34.620,2875
03:41:01,WORN,34.620,2871
03:41:07,WORN,34.620,2889
03:41:12,WORN,34.620,2886
03:41:16,WORN,34.620,2864
03:41:21,WORN,34.620,2860
03:41:26,WORN,34.610,2860
03:41:27,WORN,34.610,2860
03:41:31,WORN,34.610,2860
03:41:36,WORN,34.610,2875
03:41:42,WORN,34.610,2867
03:41:46,WORN,34.610,2849
03:41:51,WORN,34.610,2846
03:41:56,WORN,34.610,2846
03:41:57,WORN,34.610,2842
03:42:01,WORN,34.610,2838
03:42:06,WORN,34.610,2856
03:42:11,WORN,34.610,2856
03:42:17,WORN,34.610,2853
03:42:21,WORN,34.610,2828
03:42:26,WORN,34.610,2824
03:42:26,WORN,34.630,2824
03:42:31,WORN,34.630,2820
03:42:36,WORN,34.630,2817
03:42:41,WORN,34.630,2817
03:42:46,WORN,34.630,2988
03:42:51,WORN,34.630,3067
03:42:56,WORN,34.630,3035
03:42:57,WORN,34.570,3035
03:43:01,WORN,34.570,3027
03:43:06,WORN,34.570,3015
03:43:11,WORN,34.570,3031
03:43:16,WORN,34.570,3071
03:43:21,WORN,34.570,3063
03:43:26,WORN,34.570,3039
03:43:27,WORN,34.430,3039
03:43:31,WORN,34.430,3035
03:43:36,WORN,34.430,3031
03:43:41,WORN,34.430,3027
03:43:46,WORN,34.430,3039
03:43:51,WORN,34.430,3035
03:43:56,WORN,34.430,3019
03:43:57,WORN,34.370,3019
03:44:01,WORN,34.370,2992
03:44:06,WORN,34.370,2984
03:44:11,WORN,34.370,2976
03:44:16,WORN,34.370,2980
03:44:21,WORN,34.370,2980
03:44:26,WORN,34.370,2961
03:44:27,WORN,34.340,2961
03:44:31,WORN,34.340,2938
03:44:36,WORN,34.340,2930
03:44:41,WORN,34.340,2919
03:44:46,WORN,34.340,2919
03:44:51,WORN,34.340,2927
03:44:55,WORN,34.340,2919
03:44:57,WORN,34.360,2919
03:45:01,WORN,34.360,2889
03:45:06,WORN,34.360,2882
03:45:10,WORN,34.360,2878
03:45:16,WORN,34.360,2871
03:45:21,WORN,34.360,2867
03:45:25,WORN,34.360,2882
03:45:27,WORN,34.370,2882
03:45:31,WORN,34.370,2882
03:45:36,WORN,34.370,2878
03:45:40,WORN,34.370,2871
03:45:45,WORN,34.370,2849
03:45:51,WORN,34.370,2842
03:45:55,WORN,34.370,2838
03:45:57,WORN,34.400,2838
03:46:00,WORN,34.400,2831
03:46:06,WORN,34.400,2828
03:46:10,WORN,34.400,2842
03:46:15,WORN,34.400,2838
03:46:21,WORN,34.400,2835
03:46:25,WORN,34.400,2820
03:46:27,WORN,34.430,2820
03:46:30,WORN,34.430,2803
03:46:35,WORN,34.430,2799
03:46:40,WORN,34.430,2796
03:46:45,WORN,34.430,2792
03:46:50,WORN,34.430,2789
03:46:55,WORN,34.430,2799
03:46:57,WORN,34.460,2799
03:47:00,WORN,34.460,2799
03:47:05,WORN,34.460,2792
03:47:10,WORN,34.460,2789
03:47:15,WORN,34.460,2768
03:47:20,WORN,34.460,2764
03:47:25,WORN,34.460,2761
03:47:27,WORN,34.490,2761
03:47:30,WORN,34.490,2757
03:47:35,WORN,34.490,2757
03:47:40,WORN,34.490,2757
03:47:45,WORN,34.490,2754
03:47:50,WORN,34.490,2761
03:47:55,WORN,34.490,2771
03:47:57,WORN,34.470,2771
03:48:00,WORN,34.470,2771
03:48:05,WORN,34.470,2768
03:48:10,WORN,34.470,2761
03:48:15,WORN,34.470,2747
03:48:20,WORN,34.470,2740
03:48:25,WORN,34.470,2733
03:48:27,WORN,34.500,2733
03:48:30,WORN,34.500,2733
03:48:35,WORN,34.500,2730
03:48:40,WORN,34.500,2727
03:48:45,WORN,34.500,2727
03:48:50,WORN,34.500,2733
03:48:55,WORN,34.500,2737
03:48:57,WORN,34.530,2737
03:49:00,WORN,34.530,2733
03:49:04,WORN,34.530,2730
03:49:10,WORN,34.530,2723
03:49:15,WORN,34.530,2716
03:49:19,WORN,34.530,2703
03:49:25,WORN,34.530,2700
03:49:27,WORN,34.530,2700
03:49:30,WORN,34.530,2700
03:49:34,WORN,34.530,2700
03:49:40,WORN,34.530,2700
03:49:45,WORN,34.530,2700
03:49:49,WORN,34.530,2700
03:49:54,WORN,34.530,2700
03:49:57,WORN,34.500,2700
03:50:00,WORN,34.500,2700
03:50:04,WORN,34.500,2700
03:50:09,WORN,34.500,2713
03:50:15,WORN,34.500,2713
03:50:19,WORN,34.500,2716
03:50:24,WORN,34.500,2713
03:50:28,WORN,34.530,2713
03:50:30,WORN,34.530,2713
03:50:34,WORN,34.530,2710
03:50:39,WORN,34.530,2706
03:50:44,WORN,34.530,2686
03:50:49,WORN,34.530,2686
03:50:54,WORN,34.530,2683
03:50:58,WORN,34.500,2683
03:50:59,WORN,34.500,2683
03:51:05,WORN,34.500,2680
03:51:09,WORN,34.500,2680
03:51:14,WORN,34.500,2676
03:51:19,WORN,34.500,2676
03:51:24,WORN,34.500,2676
03:51:28,WORN,34.530,2676
03:51:29,WORN,34.530,2686
03:51:34,WORN,34.530,2690
03:51:39,WORN,34.530,2686
03:51:44,WORN,34.530,2680
03:51:49,WORN,34.530,2676
03:51:54,WORN,34.530,2673
03:51:58,WORN,34.530,2673
03:51:59,WORN,34.530,2660
03:52:04,WORN,34.530,2650
03:52:09,WORN,34.530,2650
03:52:14,WORN,34.530,2647
03:52:19,WORN,34.530,2647
03:52:24,WORN,34.530,2644
03:52:28,WORN,34.540,2644
03:52:29,WORN,34.540,2644
03:52:34,WORN,34.540,2640
03:52:39,WORN,34.540,2647
03:52:44,WORN,34.540,2653
03:52:49,WORN,34.540,2650
03:52:54,WORN,34.540,2647
03:52:58,WORN,34.540,2647
03:52:59,WORN,34.540,2640
03:53:04,WORN,34.540,2634
03:53:09,WORN,34.540,2621
03:53:13,WORN,34.540,2615
03:53:19,WORN,34.540,2615
03:53:24,WORN,34.540,2611
03:53:28,WORN,34.560,2611
03:53:29,WORN,34.560,2608
03:53:34,WORN,34.560,2605
03:53:39,WORN,34.560,2605
03:53:43,WORN,34.560,2608
03:53:49,WORN,34.560,2602
03:53:54,WORN,34.560,2618
03:53:58,WORN,34.590,2618
03:53:58,WORN,34.590,2611
03:54:03,WORN,34.590,2611
03:54:09,WORN,34.590,2608
03:54:13,WORN,34.590,2602
03:54:18,WORN,34.590,2596
03:54:24,WORN,34.590,2596
03:54:28,WORN,34.570,2596
03:54:28,WORN,34.570,2583
03:54:33,WORN,34.570,2583
03:54:39,WORN,34.570,2580
03:54:43,WORN,34.570,2580
03:54:48,WORN,34.570,2580
03:54:54,WORN,34.570,2580
03:54:58,WORN,34.570,2580
03:54:58,WORN,34.590,2580
03:55:03,WORN,34.590,2577
03:55:08,WORN,34.590,2577
03:55:13,WORN,34.590,2583
03:55:18,WORN,34.590,2589
03:55:23,WORN,34.590,2586
03:55:28,WORN,34.590,2586
03:55:28,WORN,34.590,2586
03:55:33,WORN,34.590,2583
03:55:38,WORN,34.590,2580
03:55:43,WORN,34.590,2574
03:55:48,WORN,34.590,2564
03:55:53,WORN,34.590,2552
03:55:58,WORN,34.590,2552
03:55:59,WORN,34.610,2552
03:56:03,WORN,34.610,2549
03:56:08,WORN,34.610,2549
03:56:13,WORN,34.610,2546
03:56:18,WORN,34.610,2543
03:56:23,WORN,34.610,2540
03:56:28,WORN,34.610,2543
03:56:28,WORN,34.630,2543
03:56:33,WORN,34.630,2540
03:56:38,WORN,34.630,2552
03:56:43,WORN,34.630,2552
03:56:48,WORN,34.630,2552
03:56:53,WORN,34.630,2549
03:56:58,WORN,34.630,2546
03:57:02,WORN,34.640,2546
03:57:03,WORN,34.640,2540
03:57:08,WORN,34.640,2537
03:57:13,WORN,34.640,2524
03:57:18,WORN,34.640,2518
03:57:23,WORN,34.640,2518
03:57:28,WORN,34.640,2515
03:57:28,WORN,34.650,2515
03:57:33,WORN,34.650,2512
03:57:38,WORN,34.650,2512
03:57:43,WORN,34.650,2509
03:57:48,WORN,34.650,2509
03:57:52,WORN,34.650,2506
03:57:58,WORN,34.650,2506
03:57:59,WORN,34.670,2506
03:58:03,WORN,34.670,2506
03:58:08,WORN,34.670,2518
03:58:13,WORN,34.670,2521
03:58:18,WORN,34.670,2521
03:58:22,WORN,34.670,2521
03:58:27,WORN,34.670,2518
