asfafs
Time Stamp,Band Contact,Skin Temperature,Resistivity(Kohms)
04:37:38,WORN,35.560,376
04:37:43,WORN,35.560,380
04:37:48,WORN,35.560,362
04:37:53,WORN,35.560,380
04:37:58,WORN,35.560,377
04:38:03,WORN,35.570,377
04:38:03,WORN,35.570,374
04:38:08,WORN,35.570,357
04:38:13,WORN,35.570,370
04:38:18,WORN,35.570,355
04:38:23,WORN,35.570,374
04:38:28,WORN,35.570,369
04:38:33,WORN,35.580,369
04:38:33,WORN,35.580,376
04:38:38,WORN,35.580,380
04:38:43,WORN,35.580,354
04:38:48,WORN,35.580,370
04:38:53,WORN,35.580,326
04:38:58,WORN,35.580,361
04:39:03,WORN,35.580,370
04:39:03,WORN,35.580,370
04:39:08,WORN,35.580,374
04:39:13,WORN,35.580,369
04:39:18,WORN,35.580,374
04:39:23,WORN,35.580,341
04:39:28,WORN,35.580,327
04:39:33,WORN,35.580,359
04:39:33,WORN,35.580,359
04:39:38,WORN,35.580,354
04:39:43,WORN,35.580,367
04:39:48,WORN,35.580,371
04:39:53,WORN,35.580,375
04:39:58,WORN,35.580,376
04:40:03,WORN,35.580,375
04:40:03,WORN,35.580,375
04:40:08,WORN,35.580,380
04:40:13,WORN,35.580,382
04:40:18,WORN,35.580,376
04:40:23,WORN,35.580,365
04:40:28,WORN,35.580,340
04:40:33,WORN,35.580,367
04:40:33,WORN,35.590,367
04:40:38,WORN,35.590,374
04:40:43,WORN,35.590,378
04:40:48,WORN,35.590,376
04:40:53,WORN,35.590,364
04:40:58,WORN,35.590,368
04:41:03,WORN,35.590,348
04:41:03,WORN,35.590,348
04:41:08,WORN,35.590,365
04:41:13,WORN,35.590,342
04:41:18,WORN,35.590,365
04:41:23,WORN,35.590,361
04:41:27,WORN,35.590,371
04:41:32,WORN,35.590,369
04:41:34,WORN,35.600,369
04:41:37,WORN,35.600,372
04:41:42,WORN,35.600,367
04:41:47,WORN,35.600,373
04:41:52,WORN,35.600,370
04:41:57,WORN,35.600,374
04:42:02,WORN,35.600,361
04:42:04,WORN,35.600,361
04:42:07,WORN,35.600,362
04:42:12,WORN,35.600,374
04:42:17,WORN,35.600,379
04:42:22,WORN,35.600,362
04:42:27,WORN,35.600,373
04:42:32,WORN,35.600,355
04:42:34,WORN,35.630,355
04:42:37,WORN,35.630,358
04:42:42,WORN,35.630,369
04:42:47,WORN,35.630,334
04:42:52,WORN,35.630,362
04:42:57,WORN,35.630,367
04:43:02,WORN,35.630,332
04:43:04,WORN,35.630,332
04:43:07,WORN,35.630,359
04:43:12,WORN,35.630,366
04:43:17,WORN,35.630,367
04:43:22,WORN,35.630,366
04:43:27,WORN,35.630,330
04:43:32,WORN,35.630,358
04:43:34,WORN,35.630,358
04:43:37,WORN,35.630,338
04:43:42,WORN,35.630,336
04:43:47,WORN,35.630,354
04:43:52,WORN,35.630,360
04:43:57,WORN,35.630,371
04:44:02,WORN,35.630,372
04:44:04,WORN,35.630,372
04:44:07,WORN,35.630,368
04:44:12,WORN,35.630,359
04:44:17,WORN,35.630,359
04:44:22,WORN,35.630,364
04:44:27,WORN,35.630,365
04:44:32,WORN,35.630,351
04:44:34,WORN,35.630,351
04:44:37,WORN,35.630,372
04:44:42,WORN,35.630,365
04:44:47,WORN,35.630,375
04:44:52,WORN,35.630,369
04:44:57,WORN,35.630,361
04:45:02,WORN,35.630,374
04:45:04,WORN,35.630,374
04:45:07,WORN,35.630,364
04:45:12,WORN,35.630,384
04:45:17,WORN,35.630,390
04:45:22,WORN,35.630,371
04:45:27,WORN,35.630,392
04:45:32,WORN,35.630,378
04:45:34,WORN,35.630,378
04:45:37,WORN,35.630,392
04:45:41,WORN,35.630,391
04:45:46,WORN,35.630,394
04:45:51,WORN,35.630,382
04:45:56,WORN,35.630,389
04:46:01,WORN,35.630,397
04:46:04,WORN,35.630,397
04:46:06,WORN,35.630,402
04:46:11,WORN,35.630,400
04:46:16,WORN,35.630,384
04:46:21,WORN,35.630,365
04:46:26,WORN,35.630,371
04:46:31,WORN,35.630,363
04:46:34,WORN,35.630,363
04:46:36,WORN,35.630,371
04:46:41,WORN,35.630,375
04:46:46,WORN,35.630,372
04:46:51,WORN,35.630,374
04:46:56,WORN,35.630,373
04:47:01,WORN,35.630,386
04:47:04,WORN,35.630,386
04:47:06,WORN,35.630,376
04:47:11,WORN,35.630,384
04:47:16,WORN,35.630,359
04:47:21,WORN,35.630,358
04:47:26,WORN,35.630,367
04:47:31,WORN,35.630,371
04:47:35,WORN,35.630,371
04:47:36,WORN,35.630,375
04:47:41,WORN,35.630,375
04:47:46,WORN,35.630,361
04:47:51,WORN,35.630,380
04:47:56,WORN,35.630,328
04:48:01,WORN,35.630,338
04:48:05,WORN,35.630,338
04:48:06,WORN,35.630,350
04:48:11,WORN,35.630,355
04:48:16,WORN,35.630,359
04:48:21,WORN,35.630,363
04:48:26,WORN,35.630,344
04:48:31,WORN,35.630,338
04:48:35,WORN,35.600,338
04:48:36,WORN,35.600,345
04:48:41,WORN,35.600,365
04:48:46,WORN,35.600,368
04:48:51,WORN,35.600,368
04:48:56,WORN,35.600,370
04:49:01,WORN,35.600,374
04:49:05,WORN,35.460,374
04:49:06,WORN,35.460,376
04:49:11,WORN,35.460,374
04:49:16,WORN,35.460,373
04:49:21,WORN,35.460,352
04:49:26,WORN,35.460,362
04:49:31,WORN,35.460,346
04:49:35,WORN,35.390,346
04:49:36,WORN,35.390,363
04:49:41,WORN,35.390,342
04:49:46,WORN,35.390,354
04:49:51,WORN,35.390,362
04:49:55,WORN,35.390,351
04:50:00,WORN,35.390,358
04:50:05,WORN,35.350,358
04:50:05,WORN,35.350,363
04:50:10,WORN,35.350,367
04:50:15,WORN,35.350,362
04:50:20,WORN,35.350,369
04:50:25,WORN,35.350,372
04:50:30,WORN,35.350,374
04:50:35,WORN,35.330,374
04:50:35,WORN,35.330,371
04:50:40,WORN,35.330,372
04:50:45,WORN,35.330,374
04:50:50,WORN,35.330,371
04:50:55,WORN,35.330,375
04:51:00,WORN,35.330,378
04:51:05,WORN,35.320,378
04:51:05,WORN,35.320,380
04:51:10,WORN,35.320,382
04:51:15,WORN,35.320,383
04:51:20,WORN,35.320,385
04:51:25,WORN,35.320,374
04:51:30,WORN,35.320,380
04:51:35,WORN,35.320,376
04:51:35,WORN,35.300,376
04:51:40,WORN,35.300,384
04:51:45,WORN,35.300,377
04:51:50,WORN,35.300,371
04:51:55,WORN,35.300,379
04:52:00,WORN,35.300,374
04:52:05,WORN,35.300,380
04:52:05,WORN,35.300,380
04:52:10,WORN,35.300,384
04:52:15,WORN,35.300,384
04:52:20,WORN,35.300,386
04:52:25,WORN,35.300,389
04:52:30,WORN,35.300,392
04:52:35,WORN,35.300,393
04:52:35,WORN,35.300,393
04:52:40,WORN,35.300,393
04:52:45,WORN,35.300,374
04:52:50,WORN,35.300,387
04:52:55,WORN,35.300,390
04:53:00,WORN,35.300,393
04:53:05,WORN,35.300,396
04:53:06,WORN,35.300,396
04:53:10,WORN,35.300,394
04:53:15,WORN,35.300,397
04:53:20,WORN,35.300,399
04:53:25,WORN,35.300,401
04:53:30,WORN,35.300,402
04:53:35,WORN,35.300,403
04:53:36,WORN,35.290,403
04:53:40,WORN,35.290,400
04:53:45,WORN,35.290,404
04:53:50,WORN,35.290,402
04:53:55,WORN,35.290,383
04:54:00,WORN,35.290,387
04:54:05,WORN,35.290,374
04:54:06,WORN,35.280,374
04:54:10,WORN,35.280,389
04:54:15,WORN,35.280,385
04:54:20,WORN,35.280,393
04:54:25,WORN,35.280,397
04:54:29,WORN,35.280,396
04:54:34,WORN,35.280,399
04:54:36,WORN,35.260,399
04:54:39,WORN,35.260,402
04:54:44,WORN,35.260,381
04:54:49,WORN,35.260,392
04:54:54,WORN,35.260,396
04:54:59,WORN,35.260,398
04:55:04,WORN,35.260,392
04:55:06,WORN,35.250,392
04:55:09,WORN,35.250,396
04:55:14,WORN,35.250,400
04:55:19,WORN,35.250,402
04:55:24,WORN,35.250,404
04:55:29,WORN,35.250,405
04:55:34,WORN,35.250,408
04:55:36,WORN,35.230,408
04:55:39,WORN,35.230,408
04:55:44,WORN,35.230,409
04:55:49,WORN,35.230,369
04:55:54,WORN,35.230,358
04:55:59,WORN,35.230,362
04:56:04,WORN,35.230,375
04:56:06,WORN,35.230,375
04:56:09,WORN,35.230,381
04:56:14,WORN,35.230,384
04:56:19,WORN,35.230,387
04:56:24,WORN,35.230,388
04:56:29,WORN,35.230,390
04:56:34,WORN,35.230,392
04:56:36,WORN,35.230,392
04:56:39,WORN,35.230,394
04:56:44,WORN,35.230,396
04:56:49,WORN,35.230,396
04:56:54,WORN,35.230,397
04:56:59,WORN,35.230,397
04:57:04,WORN,35.230,399
04:57:06,WORN,35.230,399
04:57:09,WORN,35.230,401
04:57:14,WORN,35.230,376
04:57:19,WORN,35.230,390
04:57:24,WORN,35.230,395
04:57:29,WORN,35.230,397
04:57:34,WORN,35.230,398
04:57:36,WORN,35.230,398
04:57:39,WORN,35.230,389
04:57:44,WORN,35.230,396
04:57:49,WORN,35.230,396
04:57:54,WORN,35.230,399
04:57:59,WORN,35.230,402
04:58:04,WORN,35.230,403
04:58:06,WORN,35.230,403
04:58:09,WORN,35.230,401
04:58:14,WORN,35.230,380
04:58:19,WORN,35.230,393
04:58:24,WORN,35.230,398
04:58:29,WORN,35.230,374
04:58:34,WORN,35.230,391
04:58:36,WORN,35.230,391
04:58:38,WORN,35.230,396
04:58:43,WORN,35.230,394
04:58:48,WORN,35.230,388
04:58:53,WORN,35.230,390
04:58:58,WORN,35.230,391
04:59:03,WORN,35.230,396
04:59:06,WORN,35.220,396
04:59:08,WORN,35.220,398
04:59:13,WORN,35.220,402
04:59:18,WORN,35.220,396
04:59:23,WORN,35.220,401
04:59:28,WORN,35.220,381
04:59:33,WORN,35.220,395
04:59:37,WORN,35.230,395
04:59:38,WORN,35.230,398
04:59:43,WORN,35.230,400
04:59:48,WORN,35.230,403
04:59:53,WORN,35.230,405
04:59:58,WORN,35.230,407
05:00:03,WORN,35.230,409
05:00:07,WORN,35.230,409
05:00:08,WORN,35.230,410
05:00:13,WORN,35.230,410
05:00:18,WORN,35.230,383
05:00:23,WORN,35.230,398
05:00:28,WORN,35.230,403
05:00:33,WORN,35.230,407
05:00:37,WORN,35.230,407
05:00:38,WORN,35.230,409
05:00:43,WORN,35.230,410
05:00:48,WORN,35.230,413
05:00:53,WORN,35.230,409
05:00:58,WORN,35.230,414
05:01:03,WORN,35.230,413
05:01:07,WORN,35.250,413
05:01:08,WORN,35.250,416
05:01:13,WORN,35.250,418
05:01:18,WORN,35.250,418
05:01:23,WORN,35.250,395
05:01:28,WORN,35.250,409
05:01:33,WORN,35.250,414
05:01:37,WORN,35.230,414
05:01:38,WORN,35.230,416
05:01:43,WORN,35.230,418
05:01:48,WORN,35.230,419
05:01:53,WORN,35.230,421
05:01:58,WORN,35.230,422
05:02:03,WORN,35.230,423
05:02:07,WORN,35.230,423
05:02:08,WORN,35.230,397
05:02:13,WORN,35.230,411
05:02:18,WORN,35.230,417
05:02:23,WORN,35.230,418
05:02:28,WORN,35.230,392
05:02:33,WORN,35.230,405
05:02:37,WORN,35.230,405
05:02:38,WORN,35.230,411
05:02:43,WORN,35.230,415
05:02:48,WORN,35.230,417
05:02:52,WORN,35.230,420
05:02:57,WORN,35.230,422
05:03:02,WORN,35.230,423
05:03:07,WORN,35.230,423
05:03:07,WORN,35.230,424
05:03:12,WORN,35.230,426
05:03:17,WORN,35.230,427
05:03:22,WORN,35.230,404
05:03:27,WORN,35.230,410
05:03:32,WORN,35.230,416
05:03:37,WORN,35.240,416
05:03:37,WORN,35.240,413
05:03:42,WORN,35.240,418
05:03:47,WORN,35.240,412
05:03:52,WORN,35.240,411
05:03:57,WORN,35.240,414
05:04:02,WORN,35.240,419
05:04:07,WORN,35.240,421
05:04:07,WORN,35.230,421
05:04:12,WORN,35.230,424
05:04:17,WORN,35.230,425
05:04:22,WORN,35.230,426
05:04:27,WORN,35.230,429
05:04:32,WORN,35.230,429
05:04:37,WORN,35.230,431
05:04:37,WORN,35.250,431
05:04:42,WORN,35.250,400
05:04:47,WORN,35.250,414
05:04:52,WORN,35.250,417
05:04:57,WORN,35.250,421
05:05:02,WORN,35.250,424
05:05:07,WORN,35.250,426
05:05:07,WORN,35.250,426
05:05:12,WORN,35.250,428
05:05:17,WORN,35.250,430
05:05:22,WORN,35.250,432
05:05:27,WORN,35.250,431
05:05:32,WORN,35.250,430
05:05:37,WORN,35.250,431
05:05:38,WORN,35.260,431
05:05:42,WORN,35.260,434
05:05:47,WORN,35.260,433
05:05:52,WORN,35.260,437
05:05:57,WORN,35.260,438
05:06:02,WORN,35.260,439
05:06:07,WORN,35.260,440
05:06:08,WORN,35.260,440
05:06:12,WORN,35.260,439
05:06:17,WORN,35.260,440
05:06:22,WORN,35.260,441
05:06:27,WORN,35.260,442
05:06:32,WORN,35.260,444
05:06:37,WORN,35.260,445
05:06:38,WORN,35.280,445
05:06:42,WORN,35.280,445
05:06:47,WORN,35.280,445
05:06:52,WORN,35.280,446
05:06:57,WORN,35.280,447
05:07:02,WORN,35.280,447
05:07:07,WORN,35.280,448
05:07:08,WORN,35.280,448
05:07:11,WORN,35.280,449
05:07:16,WORN,35.280,449
05:07:21,WORN,35.280,450
05:07:26,WORN,35.280,451
05:07:31,WORN,35.280,428
05:07:36,WORN,35.280,441
05:07:38,WORN,35.270,441
05:07:41,WORN,35.270,444
05:07:46,WORN,35.270,447
05:07:51,WORN,35.270,442
05:07:56,WORN,35.270,437
05:08:01,WORN,35.270,443
05:08:06,WORN,35.270,445
05:08:08,WORN,35.230,445
05:08:11,WORN,35.230,447
05:08:16,WORN,35.230,448
05:08:21,WORN,35.230,439
05:08:26,WORN,35.230,446
05:08:31,WORN,35.230,449
05:08:36,WORN,35.230,450
05:08:38,WORN,35.210,450
05:08:41,WORN,35.210,414
05:08:46,WORN,35.210,434
05:08:51,WORN,35.210,440
05:08:56,WORN,35.210,442
05:09:01,WORN,35.210,444
05:09:06,WORN,35.210,446
05:09:08,WORN,35.190,446
05:09:11,WORN,35.190,447
05:09:16,WORN,35.190,448
05:09:21,WORN,35.190,449
05:09:26,WORN,35.190,450
05:09:31,WORN,35.190,450
05:09:36,WORN,35.190,448
05:09:38,WORN,35.170,448
05:09:41,WORN,35.170,451
05:09:46,WORN,35.170,452
05:09:51,WORN,35.170,433
05:09:56,WORN,35.170,445
05:10:01,WORN,35.170,449
05:10:06,WORN,35.170,451
05:10:08,WORN,35.150,451
05:10:11,WORN,35.150,430
05:10:16,WORN,35.150,422
05:10:21,WORN,35.150,430
05:10:26,WORN,35.150,417
05:10:31,WORN,35.150,429
05:10:36,WORN,35.150,433
05:10:38,WORN,35.120,433
05:10:41,WORN,35.120,436
05:10:46,WORN,35.120,439
05:10:51,WORN,35.120,440
05:10:56,WORN,35.120,385
05:11:01,WORN,35.120,404
05:11:06,WORN,35.120,411
05:11:08,WORN,35.090,411
05:11:11,WORN,35.090,411
05:11:16,WORN,35.090,417
05:11:21,WORN,35.090,420
05:11:25,WORN,35.090,422
05:11:30,WORN,35.090,424
05:11:35,WORN,35.090,426
05:11:39,WORN,35.090,426
05:11:40,WORN,35.090,428
05:11:45,WORN,35.090,429
05:11:50,WORN,35.090,431
05:11:55,WORN,35.090,432
05:12:00,WORN,35.090,434
05:12:05,WORN,35.090,435
05:12:09,WORN,35.070,435
05:12:10,WORN,35.070,437
05:12:15,WORN,35.070,431
05:12:20,WORN,35.070,432
05:12:25,WORN,35.070,433
05:12:30,WORN,35.070,435
05:12:35,WORN,35.070,436
05:12:39,WORN,35.070,436
05:12:40,WORN,35.070,437
05:12:45,WORN,35.070,438
05:12:50,WORN,35.070,439
05:12:55,WORN,35.070,440
05:13:00,WORN,35.070,440
05:13:05,WORN,35.070,442
05:13:09,WORN,35.070,442
05:13:10,WORN,35.070,443
05:13:15,WORN,35.070,443
05:13:20,WORN,35.070,444
05:13:25,WORN,35.070,444
05:13:30,WORN,35.070,445
05:13:35,WORN,35.070,446
05:13:39,WORN,35.040,446
05:13:40,WORN,35.040,446
05:13:45,WORN,35.040,447
05:13:50,WORN,35.040,448
05:13:55,WORN,35.040,448
05:14:00,WORN,35.040,448
05:14:05,WORN,35.040,448
05:14:09,WORN,35.020,448
05:14:10,WORN,35.020,449
05:14:15,WORN,35.020,449
05:14:20,WORN,35.020,449
05:14:25,WORN,35.020,450
05:14:30,WORN,35.020,450
05:14:35,WORN,35.020,451
05:14:39,WORN,35.000,451
05:14:40,WORN,35.000,427
05:14:45,WORN,35.000,441
05:14:50,WORN,35.000,445
05:14:55,WORN,35.000,409
05:15:00,WORN,35.000,425
05:15:05,WORN,35.000,432
05:15:09,WORN,35.000,432
05:15:10,WORN,35.000,436
05:15:15,WORN,35.000,439
05:15:20,WORN,35.000,440
05:15:25,WORN,35.000,442
05:15:30,WORN,35.000,443
05:15:35,WORN,35.000,444
05:15:39,WORN,34.980,444
05:15:39,WORN,34.980,446
05:15:44,WORN,34.980,446
05:15:49,WORN,34.980,447
05:15:54,WORN,34.980,447
05:15:59,WORN,34.980,508
05:16:04,WORN,34.980,451
05:16:09,WORN,34.950,451
05:16:09,WORN,34.950,465
05:16:14,WORN,34.950,470
05:16:19,WORN,34.950,461
05:16:24,WORN,34.950,462
05:16:29,WORN,34.950,421
05:16:34,WORN,34.950,425
05:16:39,WORN,34.950,428
05:16:39,WORN,34.980,428
05:16:44,WORN,34.980,431
05:16:49,WORN,34.980,433
05:16:54,WORN,34.980,434
05:16:59,WORN,34.980,436
05:17:04,WORN,34.980,438
05:17:09,WORN,34.980,439
05:17:09,WORN,35.000,439
05:17:14,WORN,35.000,440
05:17:19,WORN,35.000,442
05:17:24,WORN,35.000,442
05:17:29,WORN,35.000,444
05:17:34,WORN,35.000,445
05:17:39,WORN,35.000,445
05:17:40,WORN,35.040,445
05:17:44,WORN,35.040,445
05:17:49,WORN,35.040,447
05:17:54,WORN,35.040,448
05:17:59,WORN,35.040,449
05:18:04,WORN,35.040,450
05:18:09,WORN,35.040,450
05:18:10,WORN,35.070,450
05:18:14,WORN,35.070,443
05:18:19,WORN,35.070,449
05:18:24,WORN,35.070,451
05:18:29,WORN,35.070,451
05:18:34,WORN,35.070,451
05:18:39,WORN,35.070,447
05:18:40,WORN,35.120,447
05:18:44,WORN,35.120,450
05:18:49,WORN,35.120,450
05:18:54,WORN,35.120,450
05:18:59,WORN,35.120,448
05:19:04,WORN,35.120,430
05:19:09,WORN,35.120,446
05:19:10,WORN,35.130,446
05:19:14,WORN,35.130,451
05:19:19,WORN,35.130,454
05:19:24,WORN,35.130,455
05:19:29,WORN,35.130,454
05:19:34,WORN,35.130,452
05:19:39,WORN,35.130,455
05:19:40,WORN,35.090,455
05:19:44,WORN,35.090,456
05:19:49,WORN,35.090,457
05:19:53,WORN,35.090,458
05:19:58,WORN,35.090,460
05:20:03,WORN,35.090,460
05:20:08,WORN,35.090,462
05:20:10,WORN,35.120,462
05:20:13,WORN,35.120,462
05:20:18,WORN,35.120,463
05:20:23,WORN,35.120,464
05:20:28,WORN,35.120,465
05:20:33,WORN,35.120,465
05:20:38,WORN,35.120,466
05:20:40,WORN,35.170,466
05:20:43,WORN,35.170,467
05:20:48,WORN,35.170,468
05:20:53,WORN,35.170,468
05:20:58,WORN,35.170,468
05:21:03,WORN,35.170,469
05:21:08,WORN,35.170,471
05:21:10,WORN,35.210,471
05:21:13,WORN,35.210,471
05:21:18,WORN,35.210,472
05:21:23,WORN,35.210,473
05:21:28,WORN,35.210,472
05:21:33,WORN,35.210,473
05:21:38,WORN,35.210,474
05:21:40,WORN,35.260,474
05:21:43,WORN,35.260,475
05:21:48,WORN,35.260,476
05:21:53,WORN,35.260,476
05:21:58,WORN,35.260,477
05:22:03,WORN,35.260,478
05:22:08,WORN,35.260,478
05:22:10,WORN,35.310,478
05:22:13,WORN,35.310,478
05:22:18,WORN,35.310,478
05:22:23,WORN,35.310,475
05:22:28,WORN,35.310,476
05:22:33,WORN,35.310,477
05:22:38,WORN,35.310,478
05:22:40,WORN,35.350,478
05:22:43,WORN,35.350,479
05:22:48,WORN,35.350,480
05:22:53,WORN,35.350,481
05:22:58,WORN,35.350,482
05:23:03,WORN,35.350,482
05:23:08,WORN,35.350,482
05:23:10,WORN,35.380,482
05:23:13,WORN,35.380,483
05:23:18,WORN,35.380,481
05:23:23,WORN,35.380,469
05:23:28,WORN,35.380,470
05:23:33,WORN,35.380,472
05:23:38,WORN,35.380,473
05:23:41,WORN,35.420,473
05:23:43,WORN,35.420,474
05:23:48,WORN,35.420,474
05:23:53,WORN,35.420,474
05:23:58,WORN,35.420,476
05:24:03,WORN,35.420,477
05:24:07,WORN,35.420,478
05:24:11,WORN,35.440,478
05:24:12,WORN,35.440,471
05:24:17,WORN,35.440,475
05:24:22,WORN,35.440,450
05:24:27,WORN,35.440,447
05:24:32,WORN,35.440,424
05:24:37,WORN,35.440,435
05:24:41,WORN,35.460,435
05:24:42,WORN,35.460,441
05:24:47,WORN,35.460,436
05:24:52,WORN,35.460,443
05:24:57,WORN,35.460,446
05:25:02,WORN,35.460,448
05:25:07,WORN,35.460,450
05:25:11,WORN,35.500,450
05:25:12,WORN,35.500,452
05:25:17,WORN,35.500,454
05:25:22,WORN,35.500,455
05:25:27,WORN,35.500,456
05:25:32,WORN,35.500,457
05:25:37,WORN,35.500,459
05:25:41,WORN,35.510,459
05:25:42,WORN,35.510,460
05:25:47,WORN,35.510,461
05:25:52,WORN,35.510,463
05:25:57,WORN,35.510,464
05:26:02,WORN,35.510,464
05:26:07,WORN,35.510,465
05:26:11,WORN,35.530,465
05:26:12,WORN,35.530,467
05:26:17,WORN,35.530,468
05:26:22,WORN,35.530,469
05:26:27,WORN,35.530,470
05:26:32,WORN,35.530,471
05:26:37,WORN,35.530,472
05:26:41,WORN,35.560,472
05:26:42,WORN,35.560,472
05:26:47,WORN,35.560,470
05:26:52,WORN,35.560,470
05:26:57,WORN,35.560,472
05:27:02,WORN,35.560,473
05:27:07,WORN,35.560,474
05:27:11,WORN,35.580,474
05:27:12,WORN,35.580,474
05:27:17,WORN,35.580,476
05:27:22,WORN,35.580,477
05:27:27,WORN,35.580,476
05:27:32,WORN,35.580,467
05:27:37,WORN,35.580,473
05:27:41,WORN,35.600,473
05:27:42,WORN,35.600,473
05:27:47,WORN,35.600,476
05:27:52,WORN,35.600,443
05:27:57,WORN,35.600,435
05:28:02,WORN,35.600,438
05:28:07,WORN,35.600,439
05:28:11,WORN,35.530,439
05:28:12,WORN,35.530,440
05:28:17,WORN,35.530,443
05:28:21,WORN,35.530,445
05:28:26,WORN,35.530,447
05:28:31,WORN,35.530,448
05:28:36,WORN,35.530,449
05:28:41,WORN,35.460,449
05:28:41,WORN,35.460,437
05:28:46,WORN,35.460,443
05:28:51,WORN,35.460,444
05:28:56,WORN,35.460,447
05:29:01,WORN,35.460,445
05:29:06,WORN,35.460,449
05:29:11,WORN,35.460,452
05:29:11,WORN,35.390,452
05:29:16,WORN,35.390,453
05:29:21,WORN,35.390,454
05:29:26,WORN,35.390,443
05:29:31,WORN,35.390,444
05:29:36,WORN,35.390,449
05:29:41,WORN,35.390,426
05:29:41,WORN,35.390,426
05:29:46,WORN,35.390,429
05:29:51,WORN,35.390,455
05:29:56,WORN,35.390,446
05:30:01,WORN,35.390,443
05:30:06,WORN,35.390,453
05:30:11,WORN,35.390,455
05:30:12,WORN,35.260,455
05:30:16,WORN,35.260,457
05:30:21,WORN,35.260,459
05:30:26,WORN,35.260,461
05:30:31,WORN,35.260,462
05:30:36,WORN,35.260,463
05:30:41,WORN,35.260,464
05:30:42,WORN,35.140,464
05:30:46,WORN,35.140,465
05:30:51,WORN,35.140,467
05:30:56,WORN,35.140,468
05:31:01,WORN,35.140,469
05:31:06,WORN,35.140,470
05:31:11,WORN,35.140,471
05:31:12,WORN,35.050,471
05:31:16,WORN,35.050,473
05:31:21,WORN,35.050,473
05:31:26,WORN,35.050,474
05:31:31,WORN,35.050,475
05:31:36,WORN,35.050,439
05:31:41,WORN,35.050,455
05:31:42,WORN,34.980,455
05:31:46,WORN,34.980,442
05:31:51,WORN,34.980,456
05:31:56,WORN,34.980,460
05:32:01,WORN,34.980,439
05:32:06,WORN,34.980,439
05:32:11,WORN,34.980,439
05:32:12,WORN,34.910,439
05:32:16,WORN,34.910,380
05:32:21,WORN,34.910,380
05:32:26,WORN,34.910,388
05:32:31,WORN,34.910,393
05:32:35,WORN,34.910,390
05:32:40,WORN,34.910,399
05:32:42,WORN,34.860,399
05:32:45,WORN,34.860,404
05:32:50,WORN,34.860,409
05:32:55,WORN,34.860,414
05:33:00,WORN,34.860,417
05:33:05,WORN,34.860,420
05:33:10,WORN,34.860,423
05:33:12,WORN,34.790,423
05:33:15,WORN,34.790,426
05:33:20,WORN,34.790,401
05:33:25,WORN,34.790,549
05:33:30,WORN,34.790,444
05:33:35,WORN,34.790,512
05:33:40,WORN,34.790,518
05:33:42,WORN,34.680,518
05:33:45,WORN,34.680,523
05:33:50,WORN,34.680,523
05:33:55,WORN,34.680,530
05:34:00,WORN,34.680,536
05:34:05,WORN,34.680,543
05:34:10,WORN,34.680,547
05:34:12,WORN,34.700,547
05:34:15,WORN,34.700,552
05:34:20,WORN,34.700,556
05:34:25,WORN,34.700,560
05:34:30,WORN,34.700,563
05:34:35,WORN,34.700,565
05:34:40,WORN,34.700,572
05:34:42,WORN,34.770,572
05:34:45,WORN,34.770,579
05:34:50,WORN,34.770,586
05:34:55,WORN,34.770,592
05:35:00,WORN,34.770,598
05:35:05,WORN,34.770,603
05:35:10,WORN,34.770,608
05:35:12,WORN,34.860,608
05:35:15,WORN,34.860,612
05:35:20,WORN,34.860,616
05:35:25,WORN,34.860,620
05:35:30,WORN,34.860,624
05:35:35,WORN,34.860,627
05:35:40,WORN,34.860,631
05:35:42,WORN,34.930,631
05:35:45,WORN,34.930,634
05:35:50,WORN,34.930,637
05:35:55,WORN,34.930,641
05:36:00,WORN,34.930,642
05:36:05,WORN,34.930,645
05:36:10,WORN,34.930,647
05:36:13,WORN,35.050,647
05:36:15,WORN,35.050,650
05:36:20,WORN,35.050,652
05:36:25,WORN,35.050,655
05:36:30,WORN,35.050,657
05:36:35,WORN,35.050,652
05:36:40,WORN,35.050,660
05:36:43,WORN,35.130,660
05:36:45,WORN,35.130,656
05:36:50,WORN,35.130,662
05:36:54,WORN,35.130,651
05:36:59,WORN,35.130,656
05:37:04,WORN,35.130,658
05:37:09,WORN,35.130,661
05:37:13,WORN,35.210,661
05:37:14,WORN,35.210,663
05:37:19,WORN,35.210,666
05:37:24,WORN,35.210,669
05:37:29,WORN,35.210,672
05:37:34,WORN,35.210,828
05:37:39,WORN,35.210,787
05:37:43,WORN,35.260,787
05:37:44,WORN,35.260,757
05:37:49,WORN,35.260,749
05:37:54,WORN,35.260,734
05:37:59,WORN,35.260,718
05:38:04,WORN,35.260,714
05:38:09,WORN,35.260,683
05:38:13,WORN,35.250,683
05:38:14,WORN,35.250,683
05:38:19,WORN,35.250,675
05:38:24,WORN,35.250,677
05:38:29,WORN,35.250,673
05:38:34,WORN,35.250,658
05:38:39,WORN,35.250,643
05:38:43,WORN,35.260,643
05:38:44,WORN,35.260,643
05:38:49,WORN,35.260,646
05:38:54,WORN,35.260,647
05:38:59,WORN,35.260,649
05:39:04,WORN,35.260,649
05:39:09,WORN,35.260,651
05:39:13,WORN,35.260,651
05:39:14,WORN,35.260,652
05:39:19,WORN,35.260,655
05:39:24,WORN,35.260,656
05:39:29,WORN,35.260,655
05:39:34,WORN,35.260,656
05:39:39,WORN,35.260,658
05:39:43,WORN,35.260,658
