asfasfasd
Time Stamp,HR Status,Heart Rate(bpm),RR
02:15:34,LOCKED,57,1.12826
02:15:34,LOCKED,57,1.12826
02:15:35,LOCKED,57,1.17803
02:15:35,LOCKED,57,1.17803
02:15:36,LOCKED,57,1.17803
02:15:36,LOCKED,56,1.17803
02:15:37,LOCKED,56,1.14485
02:15:37,LOCKED,56,1.14485
02:15:38,LOCKED,56,1.14485
02:15:38,LOCKED,57,1.14485
02:15:40,LOCKED,57,1.12826
02:15:40,LOCKED,56,1.12826
02:15:41,LOCKED,56,1.16144
02:15:41,LOCKED,56,1.16144
02:15:41,LOCKED,56,1.16144
02:15:42,LOCKED,56,1.14485
02:15:42,LOCKED,56,1.14485
02:15:43,LOCKED,56,1.16144
02:15:43,LOCKED,55,1.16144
02:15:44,LOCKED,55,1.19462
02:15:44,LOCKED,55,1.19462
02:15:45,LOCKED,55,1.17803
02:15:45,LOCKED,54,1.17803
02:15:47,LOCKED,54,1.16144
02:15:47,LOCKED,56,1.16144
02:15:48,LOCKED,56,1.16144
02:15:48,LOCKED,55,1.16144
02:15:48,LOCKED,55,1.16144
02:15:49,LOCKED,55,1.17803
02:15:49,LOCKED,55,1.17803
02:15:50,LOCKED,55,1.14485
02:15:50,LOCKED,56,1.14485
02:15:51,LOCKED,56,1.14485
02:15:51,LOCKED,55,1.14485
02:15:52,LOCKED,55,1.17803
02:15:52,LOCKED,55,1.17803
02:15:54,LOCKED,55,1.14485
02:15:54,LOCKED,55,1.14485
02:15:55,LOCKED,55,1.14485
02:15:55,LOCKED,54,1.14485
02:15:55,LOCKED,54,1.14485
02:15:56,LOCKED,54,1.14485
02:15:56,LOCKED,54,1.14485
02:15:57,LOCKED,54,1.14485
02:15:57,LOCKED,54,1.14485
02:15:58,LOCKED,54,1.12826
02:15:58,LOCKED,54,1.12826
02:15:59,LOCKED,54,1.14485
02:15:59,LOCKED,53,1.14485
02:16:00,LOCKED,53,1.14485
02:16:00,LOCKED,53,1.14485
02:16:02,LOCKED,53,1.12826
02:16:02,LOCKED,53,1.12826
02:16:03,LOCKED,53,1.11166
02:16:03,LOCKED,53,1.11166
02:16:03,LOCKED,53,1.11166
02:16:04,LOCKED,53,1.12826
02:16:04,LOCKED,53,1.12826
02:16:05,LOCKED,53,1.09507
02:16:05,LOCKED,53,1.09507
02:16:06,LOCKED,53,1.06189
02:16:06,LOCKED,58,1.06189
02:16:07,LOCKED,58,1.12826
02:16:07,LOCKED,57,1.12826
02:16:08,LOCKED,57,1.11166
02:16:08,LOCKED,57,1.11166
02:16:09,LOCKED,57,1.14485
02:16:09,LOCKED,57,1.14485
02:16:10,LOCKED,57,1.12826
02:16:10,LOCKED,56,1.12826
02:16:12,LOCKED,56,1.12826
02:16:12,LOCKED,56,1.12826
02:16:12,LOCKED,56,1.12826
02:16:13,LOCKED,56,1.16144
02:16:13,LOCKED,56,1.16144
02:16:14,LOCKED,56,1.16144
02:16:14,LOCKED,55,1.16144
02:16:15,LOCKED,55,1.14485
02:16:15,LOCKED,55,1.14485
02:16:16,LOCKED,55,1.17803
02:16:16,LOCKED,57,1.17803
02:16:17,LOCKED,57,1.16144
02:16:17,LOCKED,56,1.16144
02:16:19,LOCKED,56,1.16144
02:16:19,LOCKED,56,1.16144
02:16:19,LOCKED,56,1.16144
02:16:20,LOCKED,56,1.17803
02:16:20,LOCKED,55,1.17803
02:16:21,LOCKED,55,1.17803
02:16:21,LOCKED,55,1.17803
02:16:22,LOCKED,55,1.12826
02:16:22,LOCKED,55,1.12826
02:16:23,LOCKED,55,1.14485
02:16:23,LOCKED,54,1.14485
02:16:24,LOCKED,54,1.09507
02:16:24,LOCKED,54,1.09507
02:16:25,LOCKED,54,1.09507
02:16:25,LOCKED,57,1.09507
02:16:26,LOCKED,57,1.11166
02:16:26,LOCKED,56,1.11166
02:16:28,LOCKED,56,1.16144
02:16:28,LOCKED,56,1.16144
02:16:28,LOCKED,56,1.16144
02:16:29,LOCKED,56,1.21122
02:16:29,LOCKED,56,1.21122
02:16:30,LOCKED,56,1.17803
02:16:30,LOCKED,55,1.17803
02:16:31,LOCKED,55,1.14485
02:16:31,LOCKED,55,1.14485
02:16:32,LOCKED,55,1.14485
02:16:32,LOCKED,55,1.14485
02:16:33,LOCKED,55,1.12826
02:16:33,LOCKED,54,1.12826
02:16:35,LOCKED,54,1.12826
02:16:35,LOCKED,54,1.12826
02:16:35,LOCKED,54,1.12826
02:16:36,LOCKED,54,1.22781
02:16:36,LOCKED,54,1.22781
02:16:37,LOCKED,54,1.19462
02:16:37,LOCKED,53,1.19462
02:16:38,LOCKED,53,1.17803
02:16:38,LOCKED,53,1.17803
02:16:39,LOCKED,53,1.17803
02:16:39,LOCKED,53,1.17803
02:16:41,LOCKED,53,1.17803
02:16:41,LOCKED,52,1.17803
02:16:41,LOCKED,52,1.17803
02:16:42,LOCKED,52,1.16144
02:16:42,LOCKED,52,1.16144
02:16:43,LOCKED,52,1.19462
02:16:43,LOCKED,51,1.19462
02:16:44,LOCKED,51,1.17803
02:16:44,LOCKED,51,1.17803
02:16:45,LOCKED,51,1.14485
02:16:45,LOCKED,51,1.14485
02:16:46,LOCKED,51,1.17803
02:16:46,LOCKED,51,1.17803
02:16:46,LOCKED,51,1.17803
02:16:48,LOCKED,51,1.19462
02:16:48,LOCKED,51,1.19462
02:16:49,LOCKED,51,1.19462
02:16:49,LOCKED,51,1.19462
02:16:50,LOCKED,51,1.12826
02:16:50,LOCKED,51,1.12826
02:16:51,LOCKED,51,1.14485
02:16:51,LOCKED,51,1.14485
02:16:52,LOCKED,51,1.19462
02:16:52,LOCKED,51,1.19462
02:16:53,LOCKED,51,1.19462
02:16:53,LOCKED,50,1.19462
02:16:53,LOCKED,50,1.19462
02:16:55,LOCKED,50,1.17803
02:16:55,LOCKED,50,1.17803
02:16:56,LOCKED,50,1.22781
02:16:56,LOCKED,50,1.22781
02:16:57,LOCKED,50,1.19462
02:16:57,LOCKED,50,1.19462
02:16:58,LOCKED,50,1.16144
02:16:58,LOCKED,50,1.16144
02:16:59,LOCKED,50,1.16144
02:16:59,LOCKED,50,1.16144
02:16:59,LOCKED,56,1.16144
02:17:01,LOCKED,56,1.12826
02:17:01,LOCKED,56,1.12826
02:17:02,LOCKED,56,1.11166
02:17:02,LOCKED,55,1.11166
02:17:03,LOCKED,55,1.16144
02:17:03,LOCKED,55,1.16144
02:17:04,LOCKED,55,1.14485
02:17:04,LOCKED,55,1.14485
02:17:05,LOCKED,55,1.11166
02:17:05,LOCKED,55,1.11166
02:17:06,LOCKED,55,1.12826
02:17:06,LOCKED,58,1.12826
02:17:07,LOCKED,58,1.16144
02:17:07,LOCKED,57,1.16144
02:17:07,LOCKED,57,1.16144
02:17:08,LOCKED,57,1.14485
02:17:08,LOCKED,57,1.14485
02:17:10,LOCKED,57,1.14485
02:17:10,LOCKED,56,1.14485
02:17:11,LOCKED,56,1.14485
02:17:11,LOCKED,56,1.14485
02:17:12,LOCKED,56,1.16144
02:17:12,LOCKED,56,1.16144
02:17:13,LOCKED,56,1.16144
02:17:13,LOCKED,56,1.16144
02:17:14,LOCKED,56,1.14485
02:17:14,LOCKED,55,1.14485
02:17:15,LOCKED,55,1.17803
02:17:15,LOCKED,55,1.17803
02:17:15,LOCKED,55,1.17803
02:17:17,LOCKED,55,1.14485
02:17:17,LOCKED,55,1.14485
02:17:18,LOCKED,55,1.14485
02:17:18,LOCKED,54,1.14485
02:17:19,LOCKED,54,1.16144
02:17:19,LOCKED,54,1.16144
02:17:20,LOCKED,54,1.16144
02:17:20,LOCKED,57,1.16144
02:17:21,LOCKED,57,1.14485
02:17:21,LOCKED,56,1.14485
02:17:22,LOCKED,56,1.12826
02:17:22,LOCKED,55,1.12826
02:17:22,LOCKED,55,1.12826
02:17:23,LOCKED,55,1.16144
02:17:23,LOCKED,55,1.16144
02:17:25,LOCKED,55,1.11166
02:17:25,LOCKED,55,1.11166
02:17:26,LOCKED,55,1.06189
02:17:26,LOCKED,59,1.06189
02:17:27,LOCKED,59,1.09507
02:17:27,LOCKED,58,1.09507
02:17:28,LOCKED,58,1.07848
02:17:28,LOCKED,58,1.07848
02:17:29,LOCKED,58,1.11166
02:17:29,LOCKED,58,1.11166
02:17:30,LOCKED,58,1.09507
02:17:30,LOCKED,58,1.09507
02:17:31,LOCKED,58,1.17803
02:17:31,LOCKED,54,1.17803
02:17:32,LOCKED,54,1.07848
02:17:32,LOCKED,57,1.07848
02:17:32,LOCKED,57,1.07848
02:17:33,LOCKED,57,1.11166
02:17:33,LOCKED,55,1.11166
02:17:35,LOCKED,55,1.14485
02:17:35,LOCKED,55,1.14485
02:17:36,LOCKED,55,1.19462
02:17:36,LOCKED,55,1.19462
02:17:37,LOCKED,55,1.12826
02:17:37,LOCKED,55,1.12826
02:17:38,LOCKED,55,1.14485
02:17:38,LOCKED,55,1.14485
02:17:39,LOCKED,55,1.16144
02:17:39,LOCKED,55,1.16144
02:17:40,LOCKED,55,1.12826
02:17:40,LOCKED,57,1.12826
02:17:40,LOCKED,57,1.12826
02:17:41,LOCKED,57,1.16144
02:17:41,LOCKED,56,1.16144
02:17:43,LOCKED,56,1.16144
02:17:43,LOCKED,56,1.16144
02:17:44,LOCKED,56,1.17803
02:17:44,LOCKED,56,1.17803
02:17:45,LOCKED,56,1.17803
02:17:45,LOCKED,55,1.17803
02:17:46,LOCKED,55,1.17803
02:17:46,LOCKED,55,1.17803
02:17:46,LOCKED,55,1.17803
02:17:47,LOCKED,55,1.19462
02:17:47,LOCKED,54,1.19462
02:17:49,LOCKED,54,1.21122
02:17:49,LOCKED,54,1.21122
02:17:50,LOCKED,54,1.16144
02:17:50,LOCKED,53,1.16144
02:17:51,LOCKED,53,1.04530
02:17:51,LOCKED,53,1.04530
02:17:52,LOCKED,53,0.97893
02:17:52,LOCKED,53,0.97893
02:17:53,LOCKED,53,0.96234
02:17:53,LOCKED,58,0.96234
02:17:54,LOCKED,58,1.12826
02:17:54,LOCKED,58,1.12826
02:17:55,LOCKED,58,1.17803
02:17:55,LOCKED,58,1.17803
02:17:55,LOCKED,58,1.17803
02:17:56,LOCKED,58,1.42691
02:17:56,LOCKED,57,1.42691
02:17:58,LOCKED,57,1.22781
02:17:58,LOCKED,59,1.22781
02:17:59,LOCKED,59,1.17803
02:17:59,LOCKED,59,0.03318
02:17:59,LOCKED,58,0.03318
02:18:00,LOCKED,58,1.26099
02:18:00,LOCKED,58,1.26099
02:18:00,LOCKED,58,1.26099
02:18:01,LOCKED,58,1.24440
02:18:01,LOCKED,57,1.24440
02:18:03,LOCKED,57,1.24440
02:18:03,LOCKED,56,1.24440
02:18:04,LOCKED,56,1.16144
02:18:04,LOCKED,56,1.16144
02:18:05,LOCKED,56,1.17803
02:18:05,LOCKED,55,1.17803
02:18:06,LOCKED,55,1.19462
02:18:06,LOCKED,55,1.19462
02:18:06,LOCKED,55,1.19462
02:18:07,LOCKED,55,1.17803
02:18:07,LOCKED,54,1.17803
02:18:09,LOCKED,54,1.16144
02:18:09,LOCKED,54,1.16144
02:18:10,LOCKED,54,1.21122
02:18:10,LOCKED,53,1.21122
02:18:11,LOCKED,53,1.24440
02:18:11,LOCKED,53,1.24440
02:18:11,LOCKED,53,1.24440
02:18:12,LOCKED,53,1.26099
02:18:12,LOCKED,52,1.26099
02:18:13,LOCKED,52,1.22781
02:18:13,LOCKED,51,1.22781
02:18:15,LOCKED,51,1.22781
02:18:15,LOCKED,50,1.22781
02:18:16,LOCKED,50,1.21122
02:18:16,LOCKED,50,1.21122
02:18:17,LOCKED,50,1.14485
02:18:17,LOCKED,49,1.14485
02:18:17,LOCKED,49,1.14485
02:18:18,LOCKED,49,1.16144
02:18:18,LOCKED,49,1.16144
02:18:19,LOCKED,49,1.21122
02:18:19,LOCKED,49,1.21122
02:18:21,LOCKED,49,1.21122
02:18:21,LOCKED,49,1.21122
02:18:22,LOCKED,49,1.14485
02:18:22,LOCKED,49,1.14485
02:18:23,LOCKED,49,1.21122
02:18:23,LOCKED,49,1.21122
02:18:23,LOCKED,49,1.21122
02:18:24,LOCKED,49,1.22781
02:18:24,LOCKED,49,1.22781
02:18:25,LOCKED,49,1.17803
02:18:25,LOCKED,49,1.17803
02:18:27,LOCKED,49,1.17803
02:18:27,LOCKED,49,1.17803
02:18:28,LOCKED,49,1.17803
02:18:28,LOCKED,49,1.17803
02:18:29,LOCKED,49,1.14485
02:18:29,LOCKED,49,1.14485
02:18:30,LOCKED,49,1.11166
02:18:30,LOCKED,49,1.11166
02:18:30,LOCKED,49,1.11166
02:18:31,LOCKED,49,1.14485
02:18:31,LOCKED,50,1.14485
02:18:32,LOCKED,50,1.17803
02:18:32,LOCKED,50,1.17803
02:18:34,LOCKED,50,1.16144
02:18:34,LOCKED,50,1.16144
02:18:35,LOCKED,50,1.16144
02:18:35,LOCKED,50,1.16144
02:18:36,LOCKED,50,1.16144
02:18:36,LOCKED,51,1.16144
02:18:37,LOCKED,51,1.19462
02:18:37,LOCKED,51,1.19462
02:18:37,LOCKED,51,1.19462
02:18:38,LOCKED,51,1.19462
02:18:38,LOCKED,50,1.19462
02:18:39,LOCKED,50,1.19462
02:18:39,LOCKED,50,1.19462
02:18:41,LOCKED,50,1.22781
02:18:41,LOCKED,51,1.22781
02:18:42,LOCKED,51,1.17803
02:18:42,LOCKED,50,1.17803
02:18:43,LOCKED,50,1.14485
02:18:43,LOCKED,50,1.14485
02:18:43,LOCKED,50,1.14485
02:18:44,LOCKED,50,1.14485
02:18:44,LOCKED,51,1.14485
02:18:45,LOCKED,51,1.14485
02:18:45,LOCKED,51,1.14485
02:18:46,LOCKED,51,1.14485
02:18:46,LOCKED,51,1.14485
02:18:48,LOCKED,51,1.11166
02:18:48,LOCKED,57,1.11166
02:18:49,LOCKED,57,1.16144
02:18:49,LOCKED,56,1.16144
02:18:50,LOCKED,56,1.26099
02:18:50,LOCKED,56,1.26099
02:18:50,LOCKED,56,1.26099
02:18:51,LOCKED,56,1.22781
02:18:51,LOCKED,56,1.22781
02:18:52,LOCKED,56,1.21122
02:18:52,LOCKED,55,1.21122
02:18:54,LOCKED,55,1.21122
02:18:54,LOCKED,55,1.21122
02:18:55,LOCKED,55,1.21122
02:18:55,LOCKED,54,1.21122
02:18:56,LOCKED,54,1.17803
02:18:56,LOCKED,54,1.17803
02:18:56,LOCKED,54,1.17803
02:18:57,LOCKED,54,1.19462
02:18:57,LOCKED,53,1.19462
02:18:58,LOCKED,53,1.16144
02:18:58,LOCKED,53,1.16144
02:18:59,LOCKED,53,1.14485
02:18:59,LOCKED,52,1.14485
02:19:01,LOCKED,52,1.17803
02:19:01,LOCKED,52,1.17803
02:19:02,LOCKED,52,1.19462
02:19:02,LOCKED,52,1.19462
02:19:02,LOCKED,52,1.19462
02:19:03,LOCKED,52,1.16144
02:19:03,LOCKED,51,1.16144
02:19:04,LOCKED,51,1.16144
02:19:04,LOCKED,51,1.16144
02:19:05,LOCKED,51,1.17803
02:19:05,LOCKED,51,1.17803
02:19:07,LOCKED,51,1.14485
02:19:07,LOCKED,50,1.14485
02:19:08,LOCKED,50,1.12826
02:19:08,LOCKED,50,1.12826
02:19:09,LOCKED,50,1.12826
02:19:09,LOCKED,56,1.12826
02:19:10,LOCKED,56,1.09507
02:19:10,LOCKED,55,1.09507
02:19:10,LOCKED,55,1.09507
02:19:11,LOCKED,55,1.14485
02:19:11,LOCKED,55,1.14485
02:19:12,LOCKED,55,1.16144
02:19:12,LOCKED,55,1.16144
02:19:13,LOCKED,55,1.19462
02:19:13,LOCKED,51,1.19462
02:19:15,LOCKED,51,1.16144
02:19:15,LOCKED,51,1.16144
02:19:16,LOCKED,51,1.14485
02:19:16,LOCKED,56,1.14485
02:19:17,LOCKED,56,1.16144
02:19:17,LOCKED,55,1.16144
02:19:17,LOCKED,55,1.16144
02:19:18,LOCKED,55,1.21122
02:19:18,LOCKED,55,1.21122
02:19:19,LOCKED,55,1.21122
02:19:19,LOCKED,55,1.21122
02:19:20,LOCKED,55,1.19462
02:19:20,LOCKED,54,1.19462
02:19:22,LOCKED,54,1.16144
02:19:22,LOCKED,54,1.16144
02:19:23,LOCKED,54,1.12826
02:19:23,LOCKED,54,1.12826
02:19:24,LOCKED,54,1.12826
02:19:24,LOCKED,57,1.12826
02:19:24,LOCKED,57,1.12826
02:19:25,LOCKED,57,1.19462
02:19:25,LOCKED,56,1.19462
02:19:26,LOCKED,56,1.04530
02:19:26,LOCKED,56,1.04530
02:19:27,LOCKED,56,0.92915
02:19:28,LOCKED,56,0.74664
02:19:28,LOCKED,56,0.74664
02:19:29,LOCKED,56,0.84619
02:19:29,LOCKED,57,0.84619
02:19:30,LOCKED,57,0.92915
02:19:30,LOCKED,57,0.92915
02:19:31,LOCKED,57,1.01211
02:19:31,LOCKED,58,1.01211
02:19:32,LOCKED,58,0.97893
02:19:32,LOCKED,58,0.97893
02:19:32,LOCKED,58,0.81301
02:19:32,LOCKED,66,0.81301
02:19:33,LOCKED,66,0.63050
02:19:33,LOCKED,66,0.63050
02:19:34,LOCKED,66,0.89597
02:19:35,LOCKED,66,0.91256
02:19:35,LOCKED,67,0.91256
02:19:36,LOCKED,67,0.92915
02:19:36,LOCKED,67,0.92915
02:19:37,LOCKED,67,0.99552
02:19:37,LOCKED,66,0.99552
02:19:38,LOCKED,66,1.02870
02:19:38,LOCKED,67,1.02870
02:19:38,LOCKED,67,1.02870
02:19:39,LOCKED,67,1.17803
02:19:39,LOCKED,66,1.17803
02:19:40,LOCKED,66,1.07848
02:19:40,LOCKED,65,1.07848
02:19:41,LOCKED,65,1.06189
02:19:41,LOCKED,65,1.06189
02:19:42,LOCKED,65,1.06189
02:19:42,LOCKED,65,0.03318
02:19:42,LOCKED,64,0.03318
02:19:44,LOCKED,64,1.31077
02:19:44,LOCKED,63,1.31077
02:19:44,LOCKED,63,0.99552
02:19:44,LOCKED,63,0.99552
02:19:45,LOCKED,63,0.94574
02:19:45,LOCKED,62,0.94574
02:19:46,LOCKED,62,0.94574
02:19:46,LOCKED,62,0.94574
02:19:47,LOCKED,62,1.01211
02:19:47,LOCKED,62,1.01211
02:19:48,LOCKED,62,0.99552
02:19:48,LOCKED,61,0.99552
02:19:49,LOCKED,61,0.68027
02:19:49,LOCKED,65,0.68027
02:19:50,LOCKED,65,0.96234
02:19:50,LOCKED,65,0.03318
02:19:50,LOCKED,65,0.36502
02:19:50,LOCKED,64,0.36502
02:19:52,LOCKED,64,1.19462
02:19:52,LOCKED,65,1.19462
02:19:52,LOCKED,65,1.19462
02:19:53,LOCKED,65,1.26099
02:19:53,LOCKED,64,1.26099
02:19:54,LOCKED,64,1.04530
02:19:54,LOCKED,64,0.33184
02:19:54,LOCKED,63,0.33184
02:19:55,LOCKED,63,1.01211
02:19:56,LOCKED,63,0.33184
02:19:56,LOCKED,63,0.33184
02:19:56,LOCKED,63,0.33184
02:19:57,LOCKED,63,1.29418
02:19:57,LOCKED,64,1.29418
02:19:58,LOCKED,64,1.22781
02:19:58,LOCKED,63,1.22781
02:20:00,LOCKED,63,1.34395
02:20:00,LOCKED,62,1.34395
02:20:01,LOCKED,62,1.29418
02:20:01,LOCKED,62,1.29418
02:20:01,LOCKED,62,1.29418
02:20:02,LOCKED,62,1.31077
02:20:02,LOCKED,61,1.31077
02:20:03,LOCKED,61,1.26099
02:20:03,LOCKED,60,1.26099
02:20:05,LOCKED,60,1.24440
02:20:05,LOCKED,59,1.24440
02:20:06,LOCKED,59,1.14485
02:20:06,LOCKED,59,1.14485
02:20:06,LOCKED,59,1.14485
02:20:07,LOCKED,59,1.47669
02:20:07,LOCKED,58,1.47669
02:20:09,LOCKED,58,1.27758
02:20:09,LOCKED,57,1.27758
02:20:09,LOCKED,56,1.27758
02:20:10,LOCKED,56,1.24440
02:20:10,LOCKED,56,1.24440
02:20:11,LOCKED,56,1.21122
02:20:11,LOCKED,49,1.21122
02:20:12,LOCKED,49,1.41032
02:20:12,LOCKED,49,1.41032
02:20:14,LOCKED,49,1.24440
02:20:14,LOCKED,48,1.24440
02:20:14,LOCKED,48,1.24440
02:20:15,LOCKED,48,1.27758
02:20:15,LOCKED,48,1.27758
02:20:16,LOCKED,48,1.22781
02:20:16,LOCKED,48,1.22781
02:20:17,LOCKED,48,1.21122
02:20:17,LOCKED,48,1.21122
02:20:19,LOCKED,48,1.19462
02:20:19,LOCKED,48,1.19462
02:20:19,LOCKED,48,1.19462
02:20:20,LOCKED,48,1.26099
02:20:20,LOCKED,48,1.26099
02:20:21,LOCKED,48,1.24440
02:20:21,LOCKED,48,1.24440
02:20:22,LOCKED,48,1.17803
02:20:22,LOCKED,48,1.17803
02:20:23,LOCKED,48,1.19462
02:20:23,LOCKED,48,1.19462
02:20:25,LOCKED,48,1.22781
02:20:25,LOCKED,48,1.22781
02:20:25,LOCKED,48,1.22781
02:20:26,LOCKED,48,1.21122
02:20:26,LOCKED,48,1.21122
02:20:27,LOCKED,48,1.16144
02:20:27,LOCKED,48,1.16144
02:20:28,LOCKED,48,1.19462
02:20:28,LOCKED,48,1.19462
02:20:29,LOCKED,48,1.22781
02:20:29,LOCKED,48,1.22781
02:20:31,LOCKED,48,1.17803
02:20:31,LOCKED,48,1.17803
02:20:31,LOCKED,48,1.17803
02:20:32,LOCKED,48,1.21122
02:20:32,LOCKED,48,1.21122
02:20:33,LOCKED,48,1.24440
02:20:33,LOCKED,49,1.24440
02:20:34,LOCKED,49,1.26099
02:20:34,LOCKED,49,1.26099
02:20:36,LOCKED,49,1.21122
02:20:36,LOCKED,49,1.21122
02:20:36,LOCKED,49,1.21122
02:20:37,LOCKED,49,1.22781
02:20:37,LOCKED,49,1.22781
02:20:38,LOCKED,49,1.26099
02:20:38,LOCKED,49,1.26099
02:20:39,LOCKED,49,1.24440
02:20:39,LOCKED,49,1.24440
02:20:40,LOCKED,49,1.21122
02:20:40,LOCKED,49,1.21122
02:20:40,LOCKED,49,1.21122
02:20:42,LOCKED,49,1.24440
02:20:42,LOCKED,49,1.24440
02:20:43,LOCKED,49,1.22781
02:20:43,LOCKED,48,1.22781
02:20:44,LOCKED,48,1.19462
02:20:44,LOCKED,48,1.19462
02:20:45,LOCKED,48,1.09507
02:20:45,LOCKED,48,1.09507
02:20:46,LOCKED,48,1.16144
02:20:46,LOCKED,49,1.16144
02:20:46,LOCKED,49,1.16144
02:20:48,LOCKED,49,1.24440
02:20:48,LOCKED,49,1.24440
02:20:49,LOCKED,49,1.22781
02:20:49,LOCKED,49,1.22781
02:20:50,LOCKED,49,1.16144
02:20:50,LOCKED,49,1.16144
02:20:51,LOCKED,49,1.21122
02:20:51,LOCKED,49,1.21122
02:20:52,LOCKED,49,1.22781
02:20:52,LOCKED,49,1.22781
02:20:52,LOCKED,49,1.22781
02:20:54,LOCKED,49,1.19462
02:20:54,LOCKED,49,1.19462
02:20:55,LOCKED,49,1.19462
02:20:55,LOCKED,49,1.19462
02:20:56,LOCKED,49,1.21122
02:20:56,LOCKED,49,1.21122
02:20:57,LOCKED,49,1.21122
02:20:57,LOCKED,49,1.21122
02:20:58,LOCKED,49,1.14485
02:20:58,LOCKED,49,1.14485
02:20:58,LOCKED,49,1.14485
02:21:00,LOCKED,49,1.19462
02:21:00,LOCKED,49,1.19462
02:21:01,LOCKED,49,1.19462
02:21:01,LOCKED,49,1.19462
02:21:02,LOCKED,49,1.19462
02:21:02,LOCKED,49,1.19462
02:21:03,LOCKED,49,1.16144
02:21:03,LOCKED,50,1.16144
02:21:04,LOCKED,50,1.22781
02:21:04,LOCKED,50,1.22781
02:21:04,LOCKED,50,1.22781
02:21:06,LOCKED,50,1.26099
02:21:06,LOCKED,49,1.26099
02:21:07,LOCKED,49,1.19462
02:21:07,LOCKED,49,1.19462
02:21:08,LOCKED,49,1.19462
02:21:08,LOCKED,49,1.19462
02:21:09,LOCKED,49,1.22781
02:21:09,LOCKED,49,1.22781
02:21:09,LOCKED,49,1.22781
02:21:11,LOCKED,49,1.22781
02:21:11,LOCKED,49,1.22781
02:21:12,LOCKED,49,1.19462
02:21:12,LOCKED,49,1.19462
02:21:13,LOCKED,49,1.22781
02:21:13,LOCKED,49,1.22781
02:21:14,LOCKED,49,1.21122
02:21:14,LOCKED,49,1.21122
02:21:15,LOCKED,49,1.19462
02:21:15,LOCKED,49,1.19462
02:21:15,LOCKED,49,1.19462
02:21:17,LOCKED,49,1.12826
02:21:17,LOCKED,49,1.12826
02:21:18,LOCKED,49,1.17803
02:21:18,LOCKED,50,1.17803
02:21:19,LOCKED,50,1.17803
02:21:19,LOCKED,49,1.17803
02:21:20,LOCKED,49,1.17803
02:21:20,LOCKED,49,1.17803
02:21:21,LOCKED,49,1.16144
02:21:21,LOCKED,50,1.16144
02:21:22,LOCKED,50,1.21122
02:21:22,LOCKED,50,1.21122
02:21:22,LOCKED,50,1.21122
02:21:24,LOCKED,50,1.19462
02:21:24,LOCKED,49,1.19462
02:21:25,LOCKED,49,1.16144
02:21:25,LOCKED,49,1.16144
02:21:26,LOCKED,49,1.14485
02:21:26,LOCKED,50,1.14485
02:21:27,LOCKED,50,1.19462
02:21:27,LOCKED,50,1.19462
02:21:28,LOCKED,50,1.17803
02:21:28,LOCKED,50,1.17803
02:21:29,LOCKED,50,1.14485
02:21:29,LOCKED,50,1.14485
02:21:29,LOCKED,50,1.14485
02:21:31,LOCKED,50,1.17803
02:21:31,LOCKED,50,1.17803
02:21:32,LOCKED,50,1.19462
02:21:32,LOCKED,50,1.19462
02:21:33,LOCKED,50,1.16144
02:21:33,LOCKED,50,1.16144
02:21:34,LOCKED,50,1.12826
02:21:34,LOCKED,50,1.12826
02:21:35,LOCKED,50,1.19462
02:21:35,LOCKED,51,1.19462
02:21:35,LOCKED,51,1.19462
02:21:36,LOCKED,51,1.19462
02:21:36,LOCKED,51,1.19462
02:21:38,LOCKED,51,1.14485
02:21:38,LOCKED,50,1.14485
02:21:39,LOCKED,50,1.17803
02:21:39,LOCKED,51,1.17803
02:21:40,LOCKED,51,1.19462
02:21:40,LOCKED,51,1.19462
02:21:41,LOCKED,51,1.16144
02:21:41,LOCKED,51,1.16144
02:21:42,LOCKED,51,1.16144
02:21:42,LOCKED,51,1.16144
02:21:42,LOCKED,51,1.16144
02:21:44,LOCKED,51,1.21122
02:21:44,LOCKED,51,1.21122
02:21:45,LOCKED,51,1.21122
02:21:45,LOCKED,51,1.21122
02:21:46,LOCKED,51,1.12826
02:21:46,LOCKED,50,1.12826
02:21:47,LOCKED,50,1.14485
02:21:47,LOCKED,51,1.14485
02:21:48,LOCKED,51,1.17803
02:21:48,LOCKED,51,1.17803
02:21:49,LOCKED,51,1.12826
02:21:49,LOCKED,51,1.12826
02:21:49,LOCKED,51,1.12826
02:21:51,LOCKED,51,1.16144
02:21:51,LOCKED,51,1.16144
02:21:52,LOCKED,51,1.19462
02:21:52,LOCKED,51,1.19462
02:21:53,LOCKED,51,1.17803
02:21:53,LOCKED,51,1.17803
02:21:54,LOCKED,51,1.17803
02:21:54,LOCKED,51,1.17803
02:21:55,LOCKED,51,1.19462
02:21:55,LOCKED,51,1.19462
02:21:55,LOCKED,51,1.19462
02:21:56,LOCKED,51,1.19462
02:21:56,LOCKED,51,1.19462
02:21:58,LOCKED,51,1.14485
02:21:58,LOCKED,50,1.14485
02:21:59,LOCKED,50,1.17803
02:21:59,LOCKED,51,1.17803
02:22:00,LOCKED,51,1.17803
02:22:00,LOCKED,51,1.17803
02:22:01,LOCKED,51,1.11166
02:22:01,LOCKED,51,1.11166
02:22:02,LOCKED,51,1.12826
02:22:02,LOCKED,51,1.12826
02:22:02,LOCKED,51,1.12826
02:22:03,LOCKED,51,1.16144
02:22:03,LOCKED,51,1.16144
02:22:05,LOCKED,51,1.16144
