fasfasf
Time Stamp,UV Index (0-4),Brightness(lux),Air Temperature,Air Pressure(hPa)
00:23:36,0,0,31.941666666666666,1017.879
00:23:37,0,0,31.941666666666666,1017.879
00:23:37,0,0,31.94375,1017.905
00:23:37,0,0,31.94375,1017.905
00:23:38,0,0,31.94375,1017.905
00:23:38,0,0,31.941666666666666,1017.851
00:23:38,0,0,31.941666666666666,1017.851
00:23:39,0,0,31.941666666666666,1017.851
00:23:39,0,0,31.94375,1017.861
00:23:39,0,0,31.94375,1017.861
00:23:40,0,0,31.94375,1017.861
00:23:40,0,0,31.941666666666666,1017.788
00:23:40,0,0,31.941666666666666,1017.788
00:23:41,0,0,31.941666666666666,1017.788
00:23:41,0,0,31.94375,1017.851
00:23:41,0,0,31.94375,1017.851
00:23:42,0,0,31.94375,1017.851
00:23:42,0,0,31.941666666666666,1017.836
00:23:42,0,0,31.941666666666666,1017.836
00:23:43,0,0,31.941666666666666,1017.836
00:23:43,0,0,31.941666666666666,1017.898
00:23:43,0,0,31.941666666666666,1017.898
00:23:44,0,0,31.941666666666666,1017.898
00:23:44,0,0,31.941666666666666,1017.863
00:23:44,0,0,31.941666666666666,1017.863
00:23:45,0,0,31.941666666666666,1017.863
00:23:45,0,0,31.941666666666666,1017.859
00:23:45,0,0,31.941666666666666,1017.859
00:23:46,0,0,31.941666666666666,1017.859
00:23:46,0,0,31.94375,1017.899
00:23:46,0,0,31.94375,1017.899
00:23:47,0,0,31.94375,1017.899
00:23:47,0,0,31.947916666666664,1017.939
00:23:47,0,0,31.947916666666664,1017.939
00:23:48,0,0,31.947916666666664,1017.939
00:23:48,0,0,31.945833333333333,1017.870
00:23:48,0,0,31.945833333333333,1017.870
00:23:49,0,0,31.945833333333333,1017.870
00:23:49,0,0,31.947916666666664,1017.891
00:23:49,0,0,31.947916666666664,1017.891
00:23:50,0,0,31.947916666666664,1017.891
00:23:50,0,0,31.947916666666664,1017.826
00:23:50,0,0,31.947916666666664,1017.826
00:23:51,0,0,31.947916666666664,1017.826
00:23:51,0,0,31.947916666666664,1017.892
00:23:51,0,0,31.947916666666664,1017.892
00:23:52,0,0,31.947916666666664,1017.892
00:23:52,0,0,31.95,1017.912
00:23:52,0,0,31.95,1017.912
00:23:53,0,0,31.95,1017.912
00:23:53,0,0,31.952083333333334,1017.892
00:23:53,0,0,31.952083333333334,1017.892
00:23:54,0,0,31.952083333333334,1017.892
00:23:54,0,0,31.95,1017.928
00:23:54,0,0,31.95,1017.928
00:23:55,0,0,31.95,1017.928
00:23:55,0,0,31.952083333333334,1017.924
00:23:55,0,0,31.952083333333334,1017.924
00:23:56,0,0,31.952083333333334,1017.924
00:23:56,0,0,31.952083333333334,1017.908
00:23:56,0,0,31.952083333333334,1017.908
00:23:57,0,0,31.952083333333334,1017.908
00:23:57,0,0,31.954166666666666,1017.831
00:23:57,0,0,31.954166666666666,1017.831
00:23:58,0,0,31.954166666666666,1017.831
00:23:58,0,0,31.960416666666667,1017.856
00:23:58,0,0,31.960416666666667,1017.856
00:23:59,0,0,31.960416666666667,1017.856
00:23:59,0,0,31.958333333333336,1017.873
00:23:59,0,0,31.958333333333336,1017.873
00:24:00,0,0,31.958333333333336,1017.873
00:24:00,0,0,31.964583333333334,1017.868
00:24:00,0,0,31.964583333333334,1017.868
00:24:01,0,0,31.964583333333334,1017.868
00:24:01,0,0,31.96875,1017.860
00:24:01,0,0,31.96875,1017.860
00:24:02,0,0,31.96875,1017.860
00:24:02,0,0,31.96875,1017.903
00:24:02,0,0,31.96875,1017.903
00:24:03,0,0,31.96875,1017.903
00:24:03,0,0,31.972916666666666,1017.850
00:24:03,0,0,31.972916666666666,1017.850
00:24:04,0,0,31.972916666666666,1017.850
00:24:04,0,0,31.972916666666666,1017.908
00:24:04,0,0,31.972916666666666,1017.908
00:24:05,0,0,31.972916666666666,1017.908
00:24:05,0,0,31.975,1017.822
00:24:05,0,0,31.975,1017.822
00:24:06,0,0,31.975,1017.822
00:24:06,0,0,31.983333333333334,1017.854
00:24:06,0,0,31.983333333333334,1017.854
00:24:07,0,0,31.983333333333334,1017.854
00:24:07,0,0,31.983333333333334,1017.854
00:24:07,0,0,31.983333333333334,1017.854
00:24:08,0,0,31.983333333333334,1017.854
00:24:08,0,0,31.985416666666666,1017.940
00:24:08,0,0,31.985416666666666,1017.940
00:24:09,0,0,31.985416666666666,1017.940
00:24:09,0,0,31.977083333333333,1017.904
00:24:09,0,0,31.977083333333333,1017.904
00:24:10,0,0,31.977083333333333,1017.904
00:24:10,0,0,31.98125,1017.859
00:24:10,0,0,31.98125,1017.859
00:24:11,0,0,31.98125,1017.859
00:24:11,0,0,31.983333333333334,1017.906
00:24:11,0,0,31.983333333333334,1017.906
00:24:12,0,0,31.983333333333334,1017.906
00:24:12,0,0,31.983333333333334,1017.858
00:24:12,0,0,31.983333333333334,1017.858
00:24:13,0,0,31.983333333333334,1017.858
00:24:13,0,0,31.98125,1017.952
00:24:13,0,0,31.98125,1017.952
00:24:14,0,0,31.98125,1017.952
00:24:14,0,0,31.98125,1017.913
00:24:14,0,0,31.98125,1017.913
00:24:15,0,0,31.98125,1017.913
00:24:15,0,0,31.983333333333334,1017.893
00:24:15,0,0,31.983333333333334,1017.893
00:24:16,0,0,31.983333333333334,1017.893
00:24:16,0,0,31.9875,1017.854
00:24:16,0,0,31.9875,1017.854
00:24:17,0,0,31.9875,1017.854
00:24:17,0,0,31.989583333333336,1017.866
00:24:17,0,0,31.989583333333336,1017.866
00:24:18,0,0,31.989583333333336,1017.866
00:24:18,0,0,31.985416666666666,1017.890
00:24:18,0,0,31.985416666666666,1017.890
00:24:18,0,0,31.985416666666666,1017.890
00:24:19,0,0,31.985416666666666,1017.890
00:24:19,0,0,31.985416666666666,1017.864
00:24:19,0,0,31.985416666666666,1017.864
00:24:20,0,0,31.985416666666666,1017.864
00:24:20,0,0,31.983333333333334,1017.858
00:24:20,0,0,31.983333333333334,1017.858
00:24:21,0,0,31.983333333333334,1017.858
00:24:21,0,0,31.989583333333336,1017.927
00:24:21,0,0,31.989583333333336,1017.927
00:24:22,0,0,31.989583333333336,1017.927
00:24:22,0,0,31.989583333333336,1017.930
00:24:22,0,0,31.989583333333336,1017.930
00:24:23,0,0,31.989583333333336,1017.930
00:24:23,0,0,31.995833333333334,1017.875
00:24:23,0,0,31.995833333333334,1017.875
00:24:24,0,0,31.995833333333334,1017.875
00:24:24,0,0,31.991666666666667,1017.877
00:24:24,0,0,31.991666666666667,1017.877
00:24:25,0,0,31.991666666666667,1017.877
00:24:25,0,0,31.989583333333336,1017.876
00:24:25,0,0,31.989583333333336,1017.876
00:24:26,0,0,31.989583333333336,1017.876
00:24:26,0,0,31.995833333333334,1017.874
00:24:26,0,0,31.995833333333334,1017.874
00:24:27,0,0,31.995833333333334,1017.874
00:24:27,0,0,32.0,1017.909
00:24:27,0,0,32.0,1017.909
00:24:28,0,0,32.0,1017.909
00:24:28,0,0,32.00208333333333,1017.871
00:24:28,0,0,32.00208333333333,1017.871
00:24:29,0,0,32.00208333333333,1017.871
00:24:29,0,0,32.00833333333333,1017.923
00:24:29,0,0,32.00833333333333,1017.923
00:24:30,0,0,32.00833333333333,1017.923
00:24:30,0,0,32.0,1017.808
00:24:30,0,0,32.0,1017.808
00:24:31,0,0,32.0,1017.808
00:24:31,0,0,32.00833333333333,1017.862
00:24:31,0,0,32.00833333333333,1017.862
00:24:32,0,0,32.00833333333333,1017.862
00:24:32,0,0,32.00625,1017.926
00:24:32,0,0,32.00625,1017.926
00:24:33,0,0,32.00625,1017.926
00:24:33,0,0,31.99791666666667,1017.784
00:24:33,0,0,31.99791666666667,1017.784
00:24:34,0,0,31.99791666666667,1017.784
00:24:34,0,0,32.00833333333333,1017.851
00:24:34,0,0,32.00833333333333,1017.851
00:24:35,0,0,32.00833333333333,1017.851
00:24:35,0,0,32.00208333333333,1017.884
00:24:35,0,0,32.00208333333333,1017.884
00:24:36,0,0,32.00208333333333,1017.884
00:24:36,0,0,32.00625,1017.911
00:24:36,0,0,32.00625,1017.911
00:24:37,0,0,32.00625,1017.911
00:24:37,0,0,32.00625,1017.872
00:24:37,0,0,32.00625,1017.872
00:24:38,0,0,32.00625,1017.872
00:24:38,0,0,32.00416666666666,1017.871
00:24:38,0,0,32.00416666666666,1017.871
00:24:39,0,0,32.00416666666666,1017.871
00:24:39,0,0,32.00416666666666,1017.879
00:24:39,0,0,32.00416666666666,1017.879
00:24:40,0,0,32.00416666666666,1017.879
00:24:40,0,0,32.00833333333333,1017.832
00:24:40,0,0,32.00833333333333,1017.832
00:24:41,0,0,32.00833333333333,1017.832
00:24:41,0,0,32.0125,1017.912
00:24:41,0,0,32.0125,1017.912
00:24:42,0,0,32.0125,1017.912
00:24:42,0,0,32.0125,1017.850
00:24:42,0,0,32.0125,1017.850
00:24:43,0,0,32.0125,1017.850
00:24:43,0,0,32.010416666666664,1017.862
00:24:43,0,0,32.010416666666664,1017.862
00:24:44,0,0,32.010416666666664,1017.862
00:24:44,0,0,32.014583333333334,1017.877
00:24:44,0,0,32.014583333333334,1017.877
00:24:45,0,0,32.014583333333334,1017.877
00:24:45,0,0,32.016666666666666,1017.798
00:24:45,0,0,32.016666666666666,1017.798
00:24:46,0,0,32.016666666666666,1017.798
00:24:46,0,0,32.014583333333334,1017.753
00:24:46,0,0,32.014583333333334,1017.753
